"state","county","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
NY,"Greene",47.4,116,2.4,45
NY,"Hamilton",42.0,113,2.2,39.8
NY,"Herkimer",43.8,111,2.1,41.7
NY,"Jefferson",46.1,112,2.5,43.6
NY,"Kings",56.4,119,3.3,53.1
NY,"Lewis",43.9,115,2.6,41.3
NY,"Livingston",48.6,114,2.3,46.3
NY,"Madison",46.1,112,1.9,44.2
NY,"Monroe",49.0,109,2.1,46.9
NY,"Montgomery",47.6,108,1.7,45.9
NY,"Nassau",55.2,119,3.3,51.9
NY,"New York",56.3,119,3.4,52.9
NY,"Niagara",49.3,113,2.4,46.9
NY,"Oneida",46.1,112,2.1,44
NY,"Onondaga",47.9,114,2.1,45.8
NY,"Ontario",48.3,111,2.0,46.3
NY,"Orange",51.0,118,3.1,47.9
NY,"Orleans",48.7,109,2.1,46.6
NY,"Oswego",47.5,116,2.5,45
NY,"Otsego",45.3,98,1.3,44
NY,"Putnam",51.6,120,3.4,48.2
NY,"Queens",55.9,119,3.2,52.7
NY,"Rensselaer",48.5,117,2.8,45.7
NY,"Richmond",56.4,120,3.6,52.8
NY,"Rockland",53.0,119,3.3,49.7
NY,"St. Lawrence",44.5,112,2.6,41.9
NY,"Saratoga",47.4,116,2.5,44.9
NY,"Schenectady",48.4,116,2.4,46
NY,"Schoharie",46.2,109,1.7,44.5
NY,"Schuyler",47.6,113,2.1,45.5
NY,"Seneca",48.5,104,1.5,47
NY,"Steuben",47.3,113,2.1,45.2
NY,"Suffolk",53.4,119,3.1,50.3
NY,"Sullivan",47.7,116,2.5,45.2
NY,"Tioga",47.7,111,1.8,45.9
NY,"Tompkins",47.2,104,1.6,45.6
NY,"Ulster",49.0,117,3.0,46
NY,"Warren",44.5,112,2.2,42.3
NY,"Washington",46.9,113,2.4,44.5
NY,"Wayne",48.1,101,1.4,46.7
NY,"Westchester",53.3,120,3.3,50
NY,"Wyoming",47.2,116,2.5,44.7
NY,"Yates",48.3,114,2.1,46.2
NC,"Alamance",59.8,111,1.7,58.1
NC,"Alexander",59.0,116,1.9,57.1
NC,"Alleghany",53.2,119,2.3,50.9
NC,"Anson",62.8,116,2.1,60.7
NC,"Ashe",52.0,118,2.1,49.9
NC,"Avery",51.1,116,1.9,49.2
NC,"Beaufort",63.6,120,2.6,61
NC,"Bertie",62.0,121,2.6,59.4
NC,"Bladen",63.6,116,2.0,61.6
NC,"Brunswick",64.8,119,2.3,62.5
NC,"Buncombe",55.1,116,1.9,53.2
NC,"Burke",58.5,114,1.7,56.8
NC,"Cabarrus",61.0,110,1.7,59.3
NC,"Caldwell",58.1,116,1.7,56.4
NC,"Camden",62.3,123,3.1,59.2
NC,"Carteret",65.3,123,3.0,62.3
NC,"Caswell",59.2,109,1.6,57.6
NC,"Catawba",59.8,116,1.9,57.9
NC,"Chatham",61.0,115,1.9,59.1
NC,"Cherokee",56.8,99,1.1,55.7
NC,"Chowan",62.6,121,2.8,59.8
NC,"Clay",55.9,115,1.8,54.1
NC,"Cleveland",60.1,112,1.6,58.5
NC,"Columbus",64.1,116,2.0,62.1
NC,"Craven",64.0,122,2.7,61.3
NC,"Cumberland",63.2,116,2.1,61.1
NC,"Currituck",62.6,124,3.2,59.4
NC,"Dare",64.1,124,2.9,61.2
NC,"Davidson",59.8,112,1.7,58.1
NC,"Davie",59.5,116,2.2,57.3
NC,"Duplin",63.0,117,2.0,61
NC,"Durham",60.4,116,2.2,58.2
NC,"Edgecombe",61.7,118,2.1,59.6
NC,"Forsyth",59.2,116,2.1,57.1
NC,"Franklin",60.8,120,2.5,58.3
NC,"Gaston",61.4,119,2.4,59
NC,"Gates",61.4,121,2.5,58.9
NC,"Graham",54.8,103,1.3,53.5
NC,"Granville",59.9,120,2.4,57.5
NC,"Greene",62.9,119,2.3,60.6
NC,"Guilford",59.4,114,1.8,57.6
NC,"Halifax",60.8,119,2.2,58.6
NC,"Harnett",62.4,116,2.1,60.3
NC,"Haywood",52.0,113,1.7,50.3
NC,"Henderson",56.2,114,1.6,54.6
NC,"Hertford",61.1,118,2.2,58.9
NC,"Hoke",63.0,118,2.3,60.7
NC,"Hyde",64.6,123,2.9,61.7
NC,"Iredell",59.8,119,2.3,57.5
NC,"Jackson",53.7,117,1.9,51.8
NC,"Johnston",62.4,119,2.2,60.2
NC,"Jones",63.5,120,2.6,60.9
NC,"Lee",61.8,116,2.1,59.7
NC,"Lenoir",63.1,119,2.4,60.7
NC,"Lincoln",60.4,117,2.1,58.3
NC,"McDowell",58.0,118,2.1,55.9
NC,"Macon",55.0,118,2.0,53
NC,"Madison",55.7,114,1.9,53.8
NC,"Martin",62.4,120,2.6,59.8
NC,"Mecklenburg",61.6,116,2.2,59.4
NC,"Mitchell",52.4,115,1.7,50.7
NC,"Montgomery",62.0,118,2.1,59.9
NC,"Moore",62.2,117,2.3,59.9
NC,"Nash",61.1,118,2.3,58.8
NC,"New Hanover",65.1,122,2.6,62.5
NC,"Northampton",60.7,118,2.2,58.5
NC,"Onslow",64.1,121,2.5,61.6
NC,"Orange",59.9,115,2.0,57.9
NC,"Pamlico",64.6,122,2.6,62
NC,"Pasquotank",62.5,123,3.1,59.4
NC,"Pender",64.2,120,2.4,61.8
NC,"Perquimans",62.5,122,2.9,59.6
NC,"Person",59.2,117,2.1,57.1
NC,"Pitt",62.9,119,2.4,60.5
NC,"Polk",59.6,106,1.3,58.3
NC,"Randolph",60.3,106,1.5,58.8
NC,"Richmond",63.0,118,2.3,60.7
NC,"Robeson",63.8,118,2.1,61.7
NC,"Rockingham",59.1,115,1.7,57.4
NC,"Rowan",60.0,110,1.8,58.2
NC,"Rutherford",59.9,114,1.6,58.3
NC,"Sampson",62.9,115,1.9,61
NC,"Scotland",63.5,119,2.5,61
NC,"Stanly",61.8,113,1.8,60
NC,"Stokes",58.6,117,2.1,56.5
NC,"Surry",57.6,116,2.1,55.5
NC,"Swain",52.9,109,1.3,51.6
NC,"Transylvania",55.4,118,2.1,53.3
NC,"Tyrrell",63.6,122,2.9,60.7
NC,"Union",62.0,116,1.9,60.1
NC,"Vance",60.1,120,2.5,57.6
NC,"Wake",61.4,117,2.2,59.2
NC,"Warren",60.3,120,2.5,57.8
NC,"Washington",63.0,120,2.9,60.1
NC,"Watauga",52.1,117,2.1,50
NC,"Wayne",62.8,119,2.3,60.5
NC,"Wilkes",58.0,118,2.3,55.7
NC,"Wilson",62.2,119,2.3,59.9
NC,"Yadkin",58.9,119,2.4,56.5
NC,"Yancey",52.3,115,1.9,50.4
ND,"Adams",43.0,92,1.5,41.5
ND,"Barnes",41.0,89,1.3,39.7
ND,"Benson",39.9,100,1.9,38
ND,"Billings",43.0,93,1.4,41.6
ND,"Bottineau",39.7,94,1.8,37.9
ND,"Bowman",43.8,98,1.7,42.1
ND,"Burke",39.2,91,1.5,37.7
ND,"Burleigh",41.9,93,1.7,40.2
ND,"Cass",41.0,73,0.5,40.5
ND,"Cavalier",38.0,97,1.9,36.1
ND,"Dickey",41.5,73,0.4,41.1
ND,"Divide",40.1,98,2.1,38
ND,"Dunn",42.5,94,1.7,40.8
ND,"Eddy",40.1,92,1.5,38.6
ND,"Emmons",42.2,82,0.8,41.4
ND,"Foster",40.3,89,1.3,39
ND,"Golden Valley",43.0,88,1.0,42
ND,"Grand Forks",39.8,81,0.9,38.9
ND,"Grant",42.6,85,1.1,41.5
ND,"Griggs",39.9,92,1.4,38.5
ND,"Hettinger",42.6,91,1.5,41.1
ND,"Kidder",40.9,89,1.4,39.5
ND,"LaMoure",41.6,83,1.0,40.6
ND,"Logan",41.1,84,1.1,40
ND,"McHenry",41.1,96,1.9,39.2
ND,"McIntosh",41.1,77,0.7,40.4
ND,"McKenzie",42.4,93,1.7,40.7
ND,"McLean",42.1,101,2.0,40.1
ND,"Mercer",42.6,95,1.6,41
ND,"Morton",42.4,88,1.3,41.1
ND,"Mountrail",40.4,92,1.5,38.9
ND,"Nelson",39.2,95,1.4,37.8
ND,"Oliver",42.2,87,1.3,40.9
ND,"Pembina",39.5,101,1.9,37.6
ND,"Pierce",40.0,106,2.3,37.7
ND,"Ramsey",39.1,92,1.5,37.6
ND,"Ransom",41.5,74,0.5,41
ND,"Renville",40.1,89,1.5,38.6
ND,"Richland",42.4,83,1.0,41.4
ND,"Rolette",38.8,112,2.6,36.2
ND,"Sargent",41.8,74,0.4,41.4
ND,"Sheridan",41.6,107,2.3,39.3
ND,"Sioux",42.8,81,0.8,42
ND,"Slope",43.5,91,1.5,42
ND,"Stark",42.7,93,1.5,41.2
ND,"Steele",39.4,72,0.3,39.1
ND,"Stutsman",41.1,92,1.4,39.7
ND,"Towner",38.9,109,2.5,36.4
ND,"Traill",39.9,60,-0.1,40
ND,"Walsh",39.4,92,1.5,37.9
ND,"Ward",41.0,94,1.7,39.3
ND,"Wells",40.3,93,1.6,38.7
ND,"Williams",41.2,99,2.0,39.2
OH,"Adams",54.5,107,1.7,52.8
OH,"Allen",52.1,112,2.0,50.1
OH,"Ashland",51.2,117,2.6,48.6
OH,"Ashtabula",50.3,119,2.8,47.5
OH,"Athens",53.8,110,1.8,52
OH,"Auglaize",51.7,105,1.7,50
OH,"Belmont",52.1,105,1.4,50.7
OH,"Brown",54.0,104,1.7,52.3
OH,"Butler",53.8,103,1.5,52.3
OH,"Carroll",51.8,117,2.5,49.3
OH,"Champaign",51.7,102,1.5,50.2
OH,"Clark",52.7,111,1.9,50.8
OH,"Clermont",54.6,106,1.7,52.9
OH,"Clinton",53.2,107,1.8,51.4
OH,"Columbiana",51.2,114,2.3,48.9
OH,"Coshocton",52.0,112,2.0,50
OH,"Crawford",51.5,118,2.5,49
OH,"Cuyahoga",52.0,117,2.7,49.3
OH,"Darke",52.3,115,2.0,50.3
OH,"Defiance",50.9,103,1.6,49.3
OH,"Delaware",52.4,105,1.6,50.8
OH,"Erie",52.1,114,2.0,50.1
OH,"Fairfield",53.1,110,1.7,51.4
OH,"Fayette",53.1,111,2.0,51.1
OH,"Franklin",53.4,109,1.7,51.7
OH,"Fulton",51.0,110,2.3,48.7
OH,"Gallia",54.6,98,1.1,53.5
OH,"Geauga",50.1,119,2.9,47.2
OH,"Greene",53.2,110,1.9,51.3
OH,"Guernsey",51.8,99,1.1,50.7
OH,"Hamilton",54.8,102,1.7,53.1
OH,"Hancock",52.5,118,2.7,49.8
OH,"Hardin",52.4,118,2.6,49.8
OH,"Harrison",52.0,114,2.1,49.9
OH,"Henry",51.8,113,2.3,49.5
OH,"Highland",53.3,105,1.7,51.6
OH,"Hocking",53.0,106,1.7,51.3
OH,"Holmes",51.3,113,2.1,49.2
OH,"Huron",51.4,116,2.1,49.3
OH,"Jackson",54.0,107,1.6,52.4
OH,"Jefferson",52.2,113,1.8,50.4
OH,"Knox",51.0,108,1.7,49.3
OH,"Lake",51.4,119,3.0,48.4
OH,"Lawrence",55.5,113,1.9,53.6
OH,"Licking",52.1,109,1.8,50.3
OH,"Logan",51.3,105,1.6,49.7
OH,"Lorain",52.0,114,2.2,49.8
OH,"Lucas",52.6,118,2.9,49.7
OH,"Madison",52.8,110,1.8,51
OH,"Mahoning",50.7,116,2.5,48.2
OH,"Marion",52.2,115,2.2,50
OH,"Medina",51.7,117,2.6,49.1
OH,"Meigs",54.0,101,1.2,52.8
OH,"Mercer",51.6,106,1.6,50
OH,"Miami",53.2,116,2.2,51
OH,"Monroe",52.6,104,1.4,51.2
OH,"Montgomery",53.8,116,2.2,51.6
OH,"Morgan",53.3,110,1.8,51.5
OH,"Morrow",51.1,110,1.9,49.2
OH,"Muskingum",52.7,112,1.9,50.8
OH,"Noble",52.7,103,1.5,51.2
OH,"Ottawa",52.4,115,2.3,50.1
OH,"Paulding",51.0,95,1.3,49.7
OH,"Perry",52.7,111,1.9,50.8
OH,"Pickaway",54.0,109,1.8,52.2
OH,"Pike",54.4,112,2.0,52.4
OH,"Portage",51.0,119,3.1,47.9
OH,"Preble",52.6,112,1.9,50.7
OH,"Putnam",52.0,112,2.1,49.9
OH,"Richland",51.0,118,2.7,48.3
OH,"Ross",54.1,112,1.9,52.2
OH,"Sandusky",52.2,113,2.1,50.1
OH,"Scioto",54.9,109,1.9,53
OH,"Seneca",51.8,115,2.1,49.7
OH,"Shelby",51.8,108,1.6,50.2
OH,"Stark",52.1,120,3.3,48.8
OH,"Summit",52.3,119,3.3,49
OH,"Trumbull",50.5,119,2.7,47.8
OH,"Tuscarawas",52.1,116,2.3,49.8
OH,"Union",52.1,107,1.6,50.5
OH,"Van Wert",51.4,103,1.5,49.9
OH,"Vinton",53.4,104,1.5,51.9
OH,"Warren",54.0,106,1.7,52.3
OH,"Washington",54.4,114,2.1,52.3
OH,"Wayne",51.4,117,2.4,49
OH,"Williams",50.2,105,1.8,48.4
OH,"Wood",52.5,116,2.6,49.9
OH,"Wyandot",52.6,118,2.7,49.9
OK,"Adair",59.0,74,0.4,58.6
OK,"Alfalfa",58.5,86,0.5,58
OK,"Atoka",62.4,81,0.4,62
OK,"Beaver",57.6,95,0.8,56.8
OK,"Beckham",61.0,111,1.7,59.3
OK,"Blaine",59.6,86,0.7,58.9
OK,"Bryan",63.2,89,0.6,62.6
OK,"Caddo",60.7,93,0.8,59.9
OK,"Canadian",60.4,97,0.9,59.5
OK,"Carter",62.2,55,-0.3,62.5
OK,"Cherokee",59.6,69,0.1,59.5
OK,"Choctaw",62.8,88,0.6,62.2
OK,"Cimarron",55.3,90,0.8,54.5
OK,"Cleveland",60.9,78,0.4,60.5
OK,"Coal",62.1,74,0.2,61.9
OK,"Comanche",61.7,81,0.4,61.3
OK,"Cotton",62.8,80,0.4,62.4
OK,"Craig",58.5,60,-0.2,58.7
OK,"Creek",60.8,99,0.9,59.9
OK,"Custer",60.0,105,1.1,58.9
OK,"Delaware",58.5,65,0.0,58.5
OK,"Dewey",59.0,93,0.8,58.2
OK,"Ellis",58.5,104,1.2,57.3
OK,"Garfield",59.3,89,0.7,58.6
OK,"Garvin",61.4,68,-0.1,61.5
OK,"Grady",61.1,91,0.8,60.3
OK,"Grant",58.7,88,0.7,58
OK,"Greer",61.6,106,1.1,60.5
OK,"Harmon",62.3,109,1.4,60.9
OK,"Harper",58.1,89,0.7,57.4
OK,"Haskell",61.9,90,0.8,61.1
OK,"Hughes",61.4,76,0.2,61.2
OK,"Jackson",62.5,103,1.0,61.5
OK,"Jefferson",62.9,70,-0.0,62.9
OK,"Johnston",62.2,70,0.0,62.2
OK,"Kay",59.1,94,0.8,58.3
OK,"Kingfisher",60.1,78,0.4,59.7
OK,"Kiowa",61.5,101,1.0,60.5
OK,"Latimer",61.6,89,0.7,60.9
OK,"Le Flore",61.3,98,1.0,60.3
OK,"Lincoln",60.6,75,0.2,60.4
OK,"Logan",60.2,79,0.5,59.7
OK,"Love",63.0,59,-0.1,63.1
OK,"McClain",61.2,83,0.6,60.6
OK,"McCurtain",62.2,101,1.2,61
OK,"McIntosh",61.6,79,0.4,61.2
OK,"Major",59.1,83,0.5,58.6
OK,"Marshall",63.0,74,0.1,62.9
OK,"Mayes",59.2,46,-0.4,59.6
OK,"Murray",61.5,47,-0.4,61.9
OK,"Muskogee",61.2,78,0.4,60.8
OK,"Noble",59.9,93,0.9,59
OK,"Nowata",58.8,69,0.1,58.7
OK,"Okfuskee",61.3,85,0.6,60.7
OK,"Oklahoma",60.7,83,0.5,60.2
OK,"Okmulgee",61.4,85,0.6,60.8
OK,"Osage",59.0,81,0.4,58.6
OK,"Ottawa",58.8,83,0.6,58.2
OK,"Pawnee",60.0,90,0.7,59.3
OK,"Payne",60.3,93,0.7,59.6
OK,"Pittsburg",61.7,75,0.2,61.5
OK,"Pontotoc",61.3,66,-0.1,61.4
OK,"Pottawatomie",61.0,71,0.1,60.9
OK,"Pushmataha",61.8,93,0.7,61.1
OK,"Roger Mills",60.0,108,1.6,58.4
OK,"Rogers",59.8,78,0.3,59.5
OK,"Seminole",61.1,70,0.1,61
OK,"Sequoyah",61.1,84,0.6,60.5
OK,"Stephens",61.8,70,0.0,61.8
OK,"Texas",57.2,102,1.2,56
OK,"Tillman",62.9,93,0.8,62.1
OK,"Tulsa",60.7,88,0.8,59.9
OK,"Wagoner",60.7,77,0.3,60.4
OK,"Washington",59.0,80,0.4,58.6
OK,"Washita",60.7,104,1.1,59.6
OK,"Woods",58.0,84,0.5,57.5
OK,"Woodward",58.3,88,0.7,57.6
OR,"Baker",47.0,120,2.6,44.4
OR,"Benton",53.1,116,1.6,51.5
OR,"Clackamas",49.6,116,2.0,47.6
OR,"Clatsop",50.8,114,1.8,49
OR,"Columbia",51.7,114,2.0,49.7
OR,"Coos",53.6,119,2.3,51.3
OR,"Crook",47.5,121,2.7,44.8
OR,"Curry",54.2,121,2.7,51.5
OR,"Deschutes",45.8,121,2.4,43.4
OR,"Douglas",52.4,121,2.6,49.8
OR,"Gilliam",51.5,116,2.4,49.1
OR,"Grant",45.8,119,2.4,43.4
OR,"Harney",47.7,119,3.0,44.7
OR,"Hood River",47.0,119,2.4,44.6
OR,"Jackson",52.1,121,2.8,49.3
OR,"Jefferson",49.0,121,2.6,46.4
OR,"Josephine",52.9,122,3.1,49.8
OR,"Klamath",46.4,121,3.2,43.2
OR,"Lake",47.1,120,3.1,44
OR,"Lane",51.0,117,1.9,49.1
OR,"Lincoln",52.2,114,1.3,50.9
OR,"Linn",50.3,115,1.8,48.5
OR,"Malheur",49.5,118,2.4,47.1
OR,"Marion",50.8,114,1.8,49
OR,"Morrow",51.1,118,2.6,48.5
OR,"Multnomah",52.7,118,2.2,50.5
OR,"Polk",52.9,116,1.9,51
OR,"Sherman",51.3,115,2.4,48.9
OR,"Tillamook",50.4,115,1.7,48.7
OR,"Umatilla",50.2,120,2.7,47.5
OR,"Union",45.8,119,2.4,43.4
OR,"Wallowa",44.6,114,1.9,42.7
OR,"Wasco",49.9,120,2.5,47.4
OR,"Washington",52.2,117,2.1,50.1
OR,"Wheeler",48.7,120,2.4,46.3
OR,"Yamhill",52.7,116,1.7,51
PA,"Adams",53.9,118,2.7,51.2
PA,"Allegheny",52.6,114,2.0,50.6
PA,"Armstrong",50.8,115,2.1,48.7
PA,"Beaver",51.9,109,1.9,50
PA,"Bedford",51.9,117,2.3,49.6
PA,"Berks",53.8,120,3.2,50.6
PA,"Blair",50.6,116,2.1,48.5
PA,"Bradford",48.3,116,2.3,46
PA,"Bucks",54.2,120,3.4,50.8
PA,"Butler",50.6,110,1.9,48.7
PA,"Cambria",48.8,114,1.9,46.9
PA,"Cameron",47.7,94,1.0,46.7
PA,"Carbon",49.3,116,2.7,46.6
PA,"Centre",49.7,111,1.6,48.1
PA,"Chester",54.2,117,2.7,51.5
PA,"Clarion",49.5,117,2.4,47.1
PA,"Clearfield",48.8,114,2.0,46.8
PA,"Clinton",49.0,102,1.3,47.7
PA,"Columbia",50.3,117,2.4,47.9
PA,"Crawford",49.0,118,2.7,46.3
PA,"Cumberland",53.9,118,2.8,51.1
PA,"Dauphin",53.2,119,3.0,50.2
PA,"Delaware",55.7,116,2.6,53.1
PA,"Elk",48.3,118,2.8,45.5
PA,"Erie",49.4,117,2.8,46.6
PA,"Fayette",51.6,114,1.9,49.7
PA,"Forest",48.7,118,2.7,46
PA,"Franklin",53.4,117,2.4,51
PA,"Fulton",53.0,119,2.4,50.6
PA,"Greene",52.7,115,1.9,50.8
PA,"Huntingdon",52.0,118,2.2,49.8
PA,"Indiana",50.1,115,1.9,48.2
PA,"Jefferson",49.0,119,2.6,46.4
PA,"Juniata",52.5,115,2.0,50.5
PA,"Lackawanna",48.7,119,3.0,45.7
PA,"Lancaster",54.3,118,3.1,51.2
PA,"Lawrence",50.8,109,1.9,48.9
PA,"Lebanon",53.3,120,3.2,50.1
PA,"Lehigh",53.2,120,3.4,49.8
PA,"Luzerne",49.0,116,2.6,46.4
PA,"Lycoming",49.3,115,2.1,47.2
PA,"McKean",47.4,118,2.8,44.6
PA,"Mercer",49.8,116,2.5,47.3
PA,"Mifflin",51.8,115,1.9,49.9
PA,"Monroe",48.6,116,2.6,46
PA,"Montgomery",54.7,117,3.0,51.7
PA,"Montour",51.3,116,2.5,48.8
PA,"Northampton",52.3,119,3.4,48.9
PA,"Northumberland",51.5,116,2.5,49
PA,"Perry",53.0,118,2.5,50.5
PA,"Philadelphia",56.3,119,3.1,53.2
PA,"Pike",48.3,116,2.5,45.8
PA,"Potter",46.6,104,1.5,45.1
PA,"Schuylkill",50.9,119,2.8,48.1
PA,"Snyder",51.7,115,2.1,49.6
PA,"Somerset",49.3,117,2.4,46.9
PA,"Sullivan",46.8,115,2.2,44.6
PA,"Susquehanna",47.9,115,2.3,45.6
PA,"Tioga",47.2,112,2.0,45.2
PA,"Union",51.1,115,2.2,48.9
PA,"Venango",49.4,117,2.6,46.8
PA,"Warren",48.0,117,2.6,45.4
PA,"Washington",52.4,116,1.9,50.5
PA,"Wayne",47.6,116,2.4,45.2
PA,"Westmoreland",51.8,115,1.9,49.9
PA,"Wyoming",49.2,120,2.9,46.3
PA,"York",54.3,121,3.2,51.1
RI,"Bristol",53.1,121,3.3,49.8
RI,"Kent",52.0,122,3.6,48.4
RI,"Newport",52.9,121,3.4,49.5
RI,"Providence",51.5,120,3.3,48.2
RI,"Washington",52.6,122,3.8,48.8
SC,"Abbeville",62.9,114,1.6,61.3
SC,"Aiken",65.6,122,2.6,63
SC,"Allendale",66.1,120,2.3,63.8
SC,"Anderson",62.3,116,1.8,60.5
SC,"Bamberg",65.6,116,1.9,63.7
SC,"Barnwell",65.9,122,2.4,63.5
SC,"Beaufort",68.5,122,2.9,65.6
SC,"Berkeley",66.3,118,2.2,64.1
SC,"Calhoun",65.4,115,2.0,63.4
SC,"Charleston",67.2,120,2.5,64.7
SC,"Cherokee",61.2,115,1.8,59.4
SC,"Chester",62.1,111,1.3,60.8
SC,"Chesterfield",63.2,117,2.2,61
SC,"Clarendon",65.2,114,1.8,63.4
SC,"Colleton",66.7,120,2.5,64.2
SC,"Darlington",64.6,120,2.5,62.1
SC,"Dillon",64.5,119,2.3,62.2
SC,"Dorchester",66.5,119,2.5,64
SC,"Edgefield",64.5,117,1.9,62.6
SC,"Fairfield",63.0,110,1.4,61.6
SC,"Florence",65.2,120,2.3,62.9
SC,"Georgetown",65.0,110,1.3,63.7
SC,"Greenville",61.1,115,1.8,59.3
SC,"Greenwood",63.2,112,1.5,61.7
SC,"Hampton",66.5,119,2.3,64.2
SC,"Horry",64.6,115,1.8,62.8
SC,"Jasper",67.9,122,2.8,65.1
SC,"Kershaw",63.4,114,1.8,61.6
SC,"Lancaster",62.2,114,1.9,60.3
SC,"Laurens",62.4,108,1.4,61
SC,"Lee",64.2,116,2.0,62.2
SC,"Lexington",64.6,118,2.2,62.4
SC,"McCormick",63.8,116,1.7,62.1
SC,"Marion",64.8,116,1.9,62.9
SC,"Marlboro",64.2,119,2.3,61.9
SC,"Newberry",63.2,112,1.5,61.7
SC,"Oconee",60.7,106,1.3,59.4
SC,"Orangeburg",65.7,119,2.1,63.6
SC,"Pickens",61.3,119,2.2,59.1
SC,"Richland",64.6,113,1.8,62.8
SC,"Saluda",63.7,114,1.7,62
SC,"Spartanburg",61.6,114,1.8,59.8
SC,"Sumter",64.6,112,1.6,63
SC,"Union",62.0,111,1.3,60.7
SC,"Williamsburg",65.2,112,1.7,63.5
SC,"York",61.7,114,1.7,60
SD,"Aurora",46.6,85,0.9,45.7
SD,"Beadle",45.0,76,0.5,44.5
SD,"Bennett",48.1,108,2.1,46
SD,"Bon Homme",48.4,93,1.1,47.3
SD,"Brookings",43.7,83,0.9,42.8
SD,"Brown",43.2,86,1.1,42.1
SD,"Brule",47.8,99,1.7,46.1
SD,"Buffalo",46.3,89,1.1,45.2
SD,"Butte",46.1,96,1.5,44.6
SD,"Campbell",43.0,75,0.5,42.5
SD,"Charles Mix",48.6,94,1.1,47.5
SD,"Clark",43.2,86,0.9,42.3
SD,"Clay",48.1,96,1.0,47.1
SD,"Codington",42.4,90,1.1,41.3
SD,"Corson",43.7,77,0.6,43.1
SD,"Custer",46.3,100,1.5,44.8
SD,"Davison",46.0,55,-0.1,46.1
SD,"Day",42.0,82,0.8,41.2
SD,"Deuel",43.1,92,1.2,41.9
SD,"Dewey",45.1,80,0.9,44.2
SD,"Douglas",47.4,80,0.8,46.6
SD,"Edmunds",43.0,78,0.5,42.5
SD,"Fall River",47.6,91,1.1,46.5
SD,"Faulk",43.6,79,0.6,43
SD,"Grant",43.4,94,1.3,42.1
SD,"Gregory",48.7,103,1.6,47.1
SD,"Haakon",46.8,80,0.9,45.9
SD,"Hamlin",43.1,93,1.2,41.9
SD,"Hand",44.8,81,0.8,44
SD,"Hanson",45.7,53,-0.2,45.9
SD,"Harding",45.1,105,2.3,42.8
SD,"Hughes",46.4,84,1.0,45.4
SD,"Hutchinson",47.2,80,0.8,46.4
SD,"Hyde",44.7,83,1.0,43.7
SD,"Jackson",48.3,91,1.4,46.9
SD,"Jerauld",45.3,75,0.3,45
SD,"Jones",47.7,86,1.0,46.7
SD,"Kingsbury",44.0,81,0.7,43.3
SD,"Lake",44.6,79,0.7,43.9
SD,"Lawrence",42.9,75,0.6,42.3
SD,"Lincoln",47.0,97,1.3,45.7
SD,"Lyman",47.8,91,1.3,46.5
SD,"McCook",46.0,81,0.8,45.2
SD,"McPherson",41.9,77,0.4,41.5
SD,"Marshall",41.6,74,0.4,41.2
SD,"Meade",46.5,90,1.3,45.2
SD,"Mellette",48.6,93,1.4,47.2
SD,"Miner",44.8,65,0.1,44.7
SD,"Minnehaha",46.5,106,1.9,44.6
SD,"Moody",44.6,87,0.9,43.7
SD,"Oglala Lakota",48.9,110,2.2,46.7
SD,"Pennington",46.4,95,1.5,44.9
SD,"Perkins",44.3,93,1.4,42.9
SD,"Potter",43.8,79,0.8,43
SD,"Roberts",43.0,90,1.2,41.8
SD,"Sanborn",45.3,55,-0.3,45.6
SD,"Spink",44.5,81,1.0,43.5
SD,"Stanley",46.8,80,0.9,45.9
SD,"Sully",45.2,80,0.8,44.4
SD,"Todd",48.2,99,1.6,46.6
SD,"Tripp",48.8,104,1.8,47
SD,"Turner",47.3,97,1.4,45.9
SD,"Union",47.9,91,1.0,46.9
SD,"Walworth",43.6,79,0.8,42.8
SD,"Yankton",48.3,102,1.5,46.8
SD,"Ziebach",45.6,89,1.1,44.5
TN,"Anderson",58.3,113,1.6,56.7
TN,"Bedford",60.0,114,1.6,58.4
TN,"Benton",59.6,100,1.2,58.4
TN,"Bledsoe",58.3,116,2.0,56.3
TN,"Blount",58.9,110,1.4,57.5
TN,"Bradley",60.8,115,1.9,58.9
TN,"Campbell",56.4,103,1.3,55.1
TN,"Cannon",59.1,113,1.6,57.5
TN,"Carroll",59.4,92,0.9,58.5
TN,"Carter",54.6,115,1.8,52.8
TN,"Cheatham",59.5,108,1.5,58
TN,"Chester",60.3,98,1.2,59.1
TN,"Claiborne",56.0,86,0.5,55.5
TN,"Clay",58.7,109,1.5,57.2
TN,"Cocke",58.5,114,1.8,56.7
TN,"Coffee",58.9,112,1.5,57.4
TN,"Crockett",60.1,93,1.1,59
TN,"Cumberland",56.2,108,1.5,54.7
TN,"Davidson",60.0,109,1.7,58.3
TN,"Decatur",60.5,105,1.4,59.1
TN,"DeKalb",59.2,112,1.7,57.5
TN,"Dickson",59.1,109,1.6,57.5
TN,"Dyer",59.8,90,0.8,59
TN,"Fayette",61.0,92,0.9,60.1
TN,"Fentress",56.8,117,2.2,54.6
TN,"Franklin",59.5,111,1.5,58
TN,"Gibson",59.6,93,0.9,58.7
TN,"Giles",59.6,100,1.1,58.5
TN,"Grainger",57.7,100,1.2,56.5
TN,"Greene",58.3,112,1.7,56.6
TN,"Grundy",57.5,114,1.8,55.7
