state,county,value_in_inches,rank,anomlay_1901_to_2000,mean_1901_to_2000
NY,Tompkins,36.47,59,-0.15,36.62
NY,Ulster,46.08,61,-1.17,47.25
NY,Warren,43.15,68,1.18,41.97
NY,Washington,37.99,62,0.13,37.86
NY,Wayne,31.22,30,-2.92,34.14
NY,Westchester,41.92,29,-5.1,47.02
NY,Wyoming,39.58,82,2.5,37.08
NY,Yates,30.76,48,-1.36,32.12
NC,Alamance,56.41,120,11.28,45.13
NC,Alexander,69.67,125,22.41,47.26
NC,Alleghany,77.98,125,27.08,50.9
NC,Anson,60.96,119,15.2,45.76
NC,Ashe,75.2,125,24.37,50.83
NC,Avery,72.83,122,18.03,54.8
NC,Beaufort,55.08,88,3.38,51.7
NC,Bertie,55.86,98,7,48.86
NC,Bladen,62.08,121,13.98,48.1
NC,Brunswick,62.67,112,10.69,51.98
NC,Buncombe,66.33,124,18.31,48.02
NC,Burke,72.55,125,22.04,50.51
NC,Cabarrus,61.78,120,15.62,46.16
NC,Caldwell,75.1,124,23.6,51.5
NC,Camden,55.74,105,7.69,48.05
NC,Carteret,63.61,101,8.29,55.32
NC,Caswell,54.19,115,10.67,43.52
NC,Catawba,69.27,124,21.55,47.72
NC,Chatham,55.92,115,9.73,46.19
NC,Cherokee,80.84,123,21.29,59.55
NC,Chowan,56.89,102,7.28,49.61
NC,Clay,84.88,123,23.54,61.34
NC,Cleveland,63.07,119,13.82,49.25
NC,Columbus,61.02,117,11.49,49.53
NC,Craven,60.26,101,7.14,53.12
NC,Cumberland,60.41,119,13.36,47.05
NC,Currituck,54.58,105,6.96,47.62
NC,Dare,52.64,82,1.58,51.06
NC,Davidson,60.89,121,15.1,45.79
NC,Davie,62.95,123,17.51,45.44
NC,Duplin,61.63,114,11.08,50.55
NC,Durham,56.68,119,12.16,44.52
NC,Edgecombe,59.77,118,12.43,47.34
NC,Forsyth,61.07,123,16.39,44.68
NC,Franklin,62.21,125,16.27,45.94
NC,Gaston,63.63,121,16.1,47.53
NC,Gates,58.06,114,9.67,48.39
NC,Graham,85.68,123,22.13,63.55
NC,Granville,61.37,125,16.7,44.67
NC,Greene,58.97,110,10.11,48.86
NC,Guilford,59.82,124,15.08,44.74
NC,Halifax,59.84,123,13.93,45.91
NC,Harnett,57.7,114,10.7,47
NC,Haywood,79.45,125,24.32,55.13
NC,Henderson,78.34,121,19.95,58.39
NC,Hertford,60.24,118,11.9,48.34
NC,Hoke,60.87,120,13.96,46.91
NC,Hyde,56.69,94,4.22,52.47
NC,Iredell,66.27,124,19.48,46.79
NC,Jackson,88.72,124,25.86,62.86
NC,Johnston,61.35,120,14.31,47.04
NC,Jones,60.61,102,7.91,52.7
NC,Lee,56.82,113,10.41,46.41
NC,Lenoir,59.14,107,8.97,50.17
NC,Lincoln,66.18,123,18.4,47.78
NC,McDowell,78.56,124,23.53,55.03
NC,Macon,90.25,124,26.77,63.48
NC,Madison,65.23,125,19.49,45.74
NC,Martin,54.99,97,6,48.99
NC,Mecklenburg,60.58,120,14.59,45.99
NC,Mitchell,70.86,125,19.94,50.92
NC,Montgomery,60.46,118,13.82,46.64
NC,Moore,57.32,112,10.21,47.11
NC,Nash,61.65,125,14.69,46.96
NC,New Hanover,68.07,118,14.91,53.16
NC,Northampton,60.56,122,14.33,46.23
NC,Onslow,61.76,102,7.97,53.79
NC,Orange,56.19,118,11.34,44.85
NC,Pamlico,60.86,101,6.87,53.99
NC,Pasquotank,56.25,105,7.61,48.64
NC,Pender,64.02,114,11.84,52.18
NC,Perquimans,56.83,104,7.51,49.32
NC,Person,55.14,119,11.23,43.91
NC,Pitt,56.74,99,7.49,49.25
NC,Polk,78.91,123,21.28,57.63
NC,Randolph,59.33,120,13.02,46.31
NC,Richmond,60.13,119,13.39,46.74
NC,Robeson,62.35,124,16.72,45.63
NC,Rockingham,60.55,124,16.64,43.91
NC,Rowan,60.96,122,14.33,46.63
NC,Rutherford,68.66,122,17.24,51.42
NC,Sampson,61.21,120,12.92,48.29
NC,Scotland,59.22,122,13.01,46.21
NC,Stanly,63.79,122,17.4,46.39
NC,Stokes,63.64,124,17.75,45.89
NC,Surry,70.52,125,22.97,47.55
NC,Swain,84.3,124,20.82,63.48
NC,Transylvania,97.1,123,27.25,69.85
NC,Tyrrell,54.56,91,3.59,50.97
NC,Union,58.26,119,13.45,44.81
NC,Vance,62.97,125,18.24,44.73
NC,Wake,58.75,122,12.92,45.83
NC,Warren,62.11,125,17.56,44.55
NC,Washington,54.22,88,3.56,50.66
NC,Watauga,75.61,124,22.86,52.75
NC,Wayne,61.18,118,12.84,48.34
NC,Wilkes,75.8,125,26.06,49.74
NC,Wilson,61.58,121,14.19,47.39
NC,Yadkin,66.35,125,21.09,45.26
NC,Yancey,73.54,125,21.7,51.84
ND,Adams,11.58,15,-4.32,15.9
ND,Barnes,19.68,61,0.06,19.62
ND,Benson,11.43,6,-5.77,17.2
ND,Billings,11.51,10,-3.88,15.39
ND,Bottineau,12.62,16,-3.72,16.34
ND,Bowman,11.85,16,-3.02,14.87
ND,Burke,11.5,9,-4.85,16.35
ND,Burleigh,11.82,7,-4.79,16.61
ND,Cass,21.72,78,1.48,20.24
ND,Cavalier,15.18,15,-3.8,18.98
ND,Dickey,24.03,98,3.85,20.18
ND,Divide,9.93,7,-5.13,15.06
ND,Dunn,12.86,13,-3.63,16.49
ND,Eddy,13.07,9,-4.91,17.98
ND,Emmons,13.2,11,-3.89,17.09
ND,Foster,13.49,9,-4.87,18.36
ND,Golden Valley,12.53,33,-2.3,14.83
ND,Grand Forks,20.46,70,1.13,19.33
ND,Grant,11.55,10,-5.16,16.71
ND,Griggs,16.5,24,-2.4,18.9
ND,Hettinger,12.17,15,-4.24,16.41
ND,Kidder,13.75,16,-3.45,17.2
ND,LaMoure,21.56,87,1.9,19.66
ND,Logan,15.12,21,-2.82,17.94
ND,McHenry,11.7,9,-4.64,16.34
ND,McIntosh,17.76,58,-0.41,18.17
ND,McKenzie,9.78,5,-5.43,15.21
ND,McLean,11.57,7,-4.74,16.31
ND,Mercer,12.01,11,-4.22,16.23
ND,Morton,10.6,4,-5.98,16.58
ND,Mountrail,10.96,8,-5.03,15.99
ND,Nelson,18.78,66,0.15,18.63
ND,Oliver,10.91,5,-5.86,16.77
ND,Pembina,17.36,34,-1.95,19.31
ND,Pierce,10.77,5,-5.91,16.68
ND,Ramsey,16.18,37,-1.27,17.45
ND,Ransom,22.44,87,1.98,20.46
ND,Renville,11.94,14,-4.19,16.13
ND,Richland,21.42,63,0.27,21.15
ND,Rolette,11.04,5,-6.57,17.61
ND,Sargent,21.12,66,0.58,20.54
ND,Sheridan,11.98,6,-5.36,17.34
ND,Sioux,12.77,13,-4.07,16.84
ND,Slope,11.79,15,-3.6,15.39
ND,Stark,11.41,9,-5.07,16.48
ND,Steele,17.83,36,-1.42,19.25
ND,Stutsman,14.87,17,-3.61,18.48
ND,Towner,11.74,4,-6.1,17.84
ND,Traill,19.83,55,-0.06,19.89
ND,Walsh,19.28,61,0.63,18.65
ND,Ward,11.58,9,-4.88,16.46
ND,Wells,10.76,3,-7.11,17.87
ND,Williams,8.36,2,-6.41,14.77
OH,Adams,53.27,115,10.29,42.98
OH,Allen,39.52,90,4.29,35.23
OH,Ashland,40.92,96,3.78,37.14
OH,Ashtabula,42.53,80,2.9,39.63
OH,Athens,47.74,110,7.55,40.19
OH,Auglaize,42.66,107,6.61,36.05
OH,Belmont,46.19,103,5.33,40.86
OH,Brown,53.52,118,10.04,43.48
OH,Butler,46.31,100,5.71,40.6
OH,Carroll,43.8,103,4.97,38.83
OH,Champaign,43.96,100,6.02,37.94
OH,Clark,45.62,104,6.92,38.7
OH,Clermont,51.78,113,8.92,42.86
OH,Clinton,44.13,75,1.9,42.23
OH,Columbiana,44.62,113,6.66,37.96
OH,Coshocton,45.43,110,6.56,38.87
OH,Crawford,41.61,93,4.12,37.49
OH,Cuyahoga,43.48,115,7.6,35.88
OH,Darke,43.37,99,5.47,37.9
OH,Defiance,30.15,25,-3.62,33.77
OH,Delaware,42.91,100,4.92,37.99
OH,Erie,38.06,90,3.52,34.54
OH,Fairfield,45.01,101,5.22,39.79
OH,Fayette,41.57,81,2.09,39.48
OH,Franklin,45.26,109,6.91,38.35
OH,Fulton,30.77,32,-2.64,33.41
OH,Gallia,52.88,121,11.61,41.27
OH,Geauga,45.57,108,6.92,38.65
OH,Greene,41.79,74,2.08,39.71
OH,Guernsey,47.87,116,8.46,39.41
OH,Hamilton,48.68,110,7.78,40.9
OH,Hancock,33.62,45,-1.25,34.87
OH,Hardin,38.3,86,2.82,35.48
OH,Harrison,43.88,98,4.39,39.49
OH,Henry,30.88,33,-2.94,33.82
OH,Highland,50.7,108,8.14,42.56
OH,Hocking,44.1,92,3.73,40.37
OH,Holmes,43.34,100,5.13,38.21
OH,Huron,40.2,92,4.13,36.07
OH,Jackson,52.14,121,10.88,41.26
OH,Jefferson,42.1,88,3.25,38.85
OH,Knox,45.86,114,6.44,39.42
OH,Lake,39.36,70,1.84,37.52
OH,Lawrence,53.19,120,11.17,42.02
OH,Licking,47.4,116,7.66,39.74
OH,Logan,44.58,112,8.01,36.57
OH,Lorain,44.12,120,9.37,34.75
OH,Lucas,28.19,25,-4.2,32.39
OH,Madison,40.94,85,3.01,37.93
OH,Mahoning,44.99,112,7.77,37.22
OH,Marion,38.86,82,2.36,36.5
OH,Medina,42.26,107,6.14,36.12
OH,Meigs,52.14,120,11.51,40.63
OH,Mercer,41.96,102,5.43,36.53
OH,Miami,41.71,89,4.01,37.7
OH,Monroe,50.29,107,7.92,42.37
OH,Montgomery,42.77,91,3.84,38.93
OH,Morgan,47.88,112,8.12,39.76
OH,Morrow,44.12,102,4.97,39.15
OH,Muskingum,47.52,115,8.4,39.12
OH,Noble,48.54,114,7.94,40.6
OH,Ottawa,28.56,18,-4.32,32.88
OH,Paulding,31.45,32,-2.83,34.28
OH,Perry,47.8,112,8.32,39.48
OH,Pickaway,43.32,96,4.03,39.29
OH,Pike,52.63,120,11.67,40.96
OH,Portage,43.37,104,6.26,37.11
OH,Preble,45.47,96,5.92,39.55
OH,Putnam,33.88,47,-0.45,34.33
OH,Richland,41.14,87,3.04,38.1
OH,Ross,47.15,112,6.91,40.24
OH,Sandusky,31.69,35,-2.1,33.79
OH,Scioto,51.23,115,9.39,41.84
OH,Seneca,34.57,51,-0.92,35.49
OH,Shelby,44.12,108,7.06,37.06
OH,Stark,39.91,82,2.5,37.41
OH,Summit,38.73,82,2.53,36.2
OH,Trumbull,46.87,115,9.1,37.77
OH,Tuscarawas,43.23,99,4.68,38.55
OH,Union,39.6,85,3.23,36.37
OH,Van Wert,36.68,70,1.53,35.15
OH,Vinton,47.77,111,7.04,40.73
OH,Warren,44.89,91,3.32,41.57
OH,Washington,49.15,114,8.28,40.87
OH,Wayne,39.53,87,2.99,36.54
OH,Williams,31.58,33,-2.43,34.01
OH,Wood,30.7,31,-2.7,33.4
OH,Wyandot,37.21,76,1.61,35.6
OK,Adair,57.23,112,12.1,45.13
OK,Alfalfa,31.54,93,4.08,27.46
OK,Atoka,53.48,109,10.19,43.29
OK,Beaver,17.93,37,-2.53,20.46
OK,Beckham,17.37,14,-7.18,24.55
OK,Blaine,30.35,77,1.89,28.46
OK,Bryan,49.33,102,8.6,40.73
OK,Caddo,32,78,1.68,30.32
OK,Canadian,35.52,97,4.81,30.71
OK,Carter,42.4,98,5.85,36.55
OK,Cherokee,56.58,112,13.01,43.57
OK,Choctaw,58.6,114,13.37,45.23
OK,Cimarron,11.35,12,-5.19,16.54
OK,Cleveland,40.97,102,6.2,34.77
OK,Coal,54.79,113,13.39,41.4
OK,Comanche,37.62,107,7.67,29.95
OK,Cotton,41.15,115,11.17,29.98
OK,Craig,51.63,108,9.52,42.11
OK,Creek,42.73,96,5.2,37.53
OK,Custer,23.32,39,-3.32,26.64
OK,Delaware,56.97,113,13.36,43.61
OK,Dewey,24.16,45,-2.22,26.38
OK,Ellis,21.02,39,-2.42,23.44
OK,Garfield,32.94,84,2.45,30.49
OK,Garvin,45.24,110,9.4,35.84
OK,Grady,37.97,99,5.53,32.44
OK,Grant,32.27,80,2.58,29.69
OK,Greer,19.33,22,-5.91,25.24
OK,Harmon,18.41,18,-5.76,24.17
OK,Harper,21.6,47,-1.59,23.19
OK,Haskell,59.67,118,15.43,44.24
OK,Hughes,55.32,115,14.23,41.09
OK,Jackson,25.59,70,0.17,25.42
OK,Jefferson,40.03,104,7.47,32.56
OK,Johnston,47.63,100,8.09,39.54
OK,Kay,33.34,67,0.16,33.18
OK,Kingfisher,32.77,83,3.6,29.17
OK,Kiowa,29.5,78,2.08,27.42
OK,Latimer,61.32,117,14.71,46.61
OK,Le Flore,66.16,120,18.86,47.3
OK,Lincoln,40.77,95,4.97,35.8
OK,Logan,34.14,80,2.55,31.59
OK,Love,44.14,102,8.29,35.85
OK,McClain,41.3,107,6.79,34.51
OK,McCurtain,68.15,119,18.73,49.42
OK,McIntosh,54.91,114,13.07,41.84
OK,Major,29.7,78,2.16,27.54
OK,Marshall,45.5,96,7.05,38.45
OK,Mayes,55.18,113,13.22,41.96
OK,Murray,44.79,101,6.65,38.14
OK,Muskogee,53.41,108,11.1,42.31
OK,Noble,32.89,68,-0.23,33.12
OK,Nowata,45.93,103,6.47,39.46
OK,Okfuskee,47.95,110,9.37,38.58
OK,Oklahoma,37.77,96,4.83,32.94
OK,Okmulgee,48.86,108,9.12,39.74
OK,Osage,38.2,77,2.24,35.96
OK,Ottawa,52.12,108,9.75,42.37
OK,Pawnee,33.22,56,-1.95,35.17
OK,Payne,35.52,73,1.12,34.4
OK,Pittsburg,58.39,115,13.89,44.5
OK,Pontotoc,50.85,109,11.43,39.42
OK,Pottawatomie,45.11,111,8.67,36.44
OK,Pushmataha,59.93,110,11.47,48.46
OK,Roger Mills,18.83,22,-5.77,24.6
OK,Rogers,48.54,104,9.02,39.52
OK,Seminole,50.24,114,12.08,38.16
OK,Sequoyah,62.2,118,17.36,44.84
OK,Stephens,43.14,112,10.12,33.02
OK,Texas,16.49,46,-1.67,18.16
OK,Tillman,33.71,104,6.69,27.02
OK,Tulsa,46.73,105,8.3,38.43
OK,Wagoner,50.13,108,9.17,40.96
OK,Washington,43.04,94,5.28,37.76
OK,Washita,25.53,57,-1.44,26.97
OK,Woods,28.25,87,2.49,25.76
OK,Woodward,24.08,56,-0.9,24.98
OR,Baker,18.75,39,-2.37,21.12
OR,Benton,44.82,12,-13.26,58.08
OR,Clackamas,60.22,16,-14.03,74.25
OR,Clatsop,80.4,38,-8.62,89.02
OR,Columbia,50.5,38,-5.87,56.37
OR,Coos,48.62,8,-20.14,68.76
OR,Crook,9.5,4,-5.14,14.64
OR,Curry,58.94,6,-27.07,86.01
OR,Deschutes,15.74,8,-7.87,23.61
OR,Douglas,38.57,8,-14.62,53.19
OR,Gilliam,7.63,8,-3.57,11.2
OR,Grant,17.61,29,-3.11,20.72
OR,Harney,9.44,19,-3.39,12.83
OR,Hood River,50.89,28,-7.47,58.36
OR,Jackson,24.33,6,-12.44,36.77
OR,Jefferson,12.62,9,-5.7,18.32
OR,Josephine,36.37,7,-17.91,54.28
OR,Klamath,18.02,10,-9.02,27.04
OR,Lake,9.18,6,-5.22,14.4
OR,Lane,48.96,12,-14.93,63.89
OR,Lincoln,74.5,20,-15.27,89.77
OR,Linn,53.04,7,-16.44,69.48
OR,Malheur,11.41,48,-1.15,12.56
OR,Marion,48.21,7,-15.28,63.49
OR,Morrow,10.55,13,-3.53,14.08
OR,Multnomah,52.15,19,-10.24,62.39
OR,Polk,49.92,9,-16.66,66.58
OR,Sherman,8.83,9,-4.29,13.12
OR,Tillamook,91.71,38,-9.3,101.01
OR,Umatilla,19.76,57,-0.61,20.37
OR,Union,29.68,69,0.95,28.73
OR,Wallowa,26.8,56,-0.63,27.43
OR,Wasco,14.89,9,-5.26,20.15
OR,Washington,44.93,16,-10.77,55.7
OR,Wheeler,10.77,4,-5.23,16
OR,Yamhill,47.11,12,-13.7,60.81
PA,Adams,38.73,46,-3.56,42.29
PA,Allegheny,40.63,80,2.25,38.38
PA,Armstrong,44.87,87,2.65,42.22
PA,Beaver,43.13,108,5.07,38.06
PA,Bedford,39.67,76,1.53,38.14
PA,Berks,49.41,94,5.16,44.25
PA,Blair,38.44,53,-1.18,39.62
PA,Bradford,34.92,45,-1.98,36.9
PA,Bucks,46.82,78,1.34,45.48
PA,Butler,44.38,89,3.66,40.72
PA,Cambria,43.52,61,0.02,43.5
PA,Cameron,40,50,-1.27,41.27
PA,Carbon,48.67,62,0.12,48.55
PA,Centre,37.83,39,-3.09,40.92
PA,Chester,48.53,85,3.63,44.9
PA,Clarion,42.05,50,-1.1,43.15
PA,Clearfield,39.19,37,-2.99,42.18
PA,Clinton,36.15,27,-4.42,40.57
PA,Columbia,40.23,44,-2.26,42.49
PA,Crawford,45.33,77,2.52,42.81
PA,Cumberland,38.08,40,-3.41,41.49
PA,Dauphin,40.1,41,,43.1
PA,Delaware,48.5,90,4.23,44.27
PA,Elk,43.79,64,0.75,43.04
PA,Erie,45.89,79,2.94,42.95
PA,Fayette,46.57,80,1.91,44.66
PA,Forest,42.1,45,-1.68,43.78
PA,Franklin,35.97,34,-4.5,40.47
PA,Fulton,38.81,63,-0.07,38.88
PA,Greene,42.26,71,1.24,41.02
PA,Huntingdon,37.52,50,-1.81,39.33
PA,Indiana,45.63,78,1.64,43.99
PA,Jefferson,40.37,31,-3.14,43.51
PA,Juniata,38.5,35,-3.11,41.61
PA,Lackawanna,39.84,51,-2.31,42.15
PA,Lancaster,46.17,87,4.22,41.95
PA,Lawrence,46.43,114,7.62,38.81
PA,Lebanon,45.4,76,1.99,43.41
PA,Lehigh,48.37,78,2.92,45.45
PA,Luzerne,41.53,54,-1.4,42.93
PA,Lycoming,36.35,20,-5.06,41.41
PA,McKean,42.56,48,-0.8,43.36
PA,Mercer,45.54,99,4.71,40.83
PA,Mifflin,38.57,44,-2.31,40.88
PA,Monroe,45.42,45,-2.5,47.92
PA,Montgomery,48.53,87,3.73,44.8
PA,Montour,36.24,24,-4.92,41.16
PA,Northampton,47.56,76,1.81,45.75
PA,Northumberland,37.49,31,-3.93,41.42
PA,Perry,38.73,32,-3.91,42.64
PA,Philadelphia,47.95,88,3.8,44.15
PA,Pike,42.18,52,-2.1,44.28
PA,Potter,38.86,46,-1.26,40.12
PA,Schuylkill,47.33,64,0.8,46.53
PA,Snyder,38.87,37,-3.59,42.46
PA,Somerset,47.86,95,4.33,43.53
PA,Sullivan,39.61,26,-4.34,43.95
PA,Susquehanna,41.94,70,1.17,40.77
PA,Tioga,34.29,42,-2.1,36.39
PA,Union,36.84,30,-4.54,41.38
PA,Venango,44.09,76,1.95,42.14
PA,Warren,43.71,62,0.08,43.63
PA,Washington,41.59,86,2.33,39.26
PA,Wayne,41.77,58,-0.87,42.64
PA,Westmoreland,46.52,98,4.17,42.35
PA,Wyoming,39.22,52,-1.35,40.57
PA,York,41.67,63,0.25,41.42
RI,Bristol,41.26,37,-3.47,44.73
RI,Kent,42.64,38,-3.27,45.91
RI,Newport,38.28,25,-4.91,43.19
RI,Providence,42.85,33,-3.48,46.33
RI,Washington,40.38,38,-3.45,43.83
SC,Abbeville,66.09,121,18.16,47.93
SC,Aiken,63.29,122,17.74,45.55
SC,Allendale,58.69,115,12.32,46.37
SC,Anderson,65.72,121,16.79,48.93
SC,Bamberg,58.79,115,12.12,46.67
SC,Barnwell,62.32,121,16.15,46.17
SC,Beaufort,57.42,111,9.32,48.1
SC,Berkeley,59.03,113,10.53,48.5
SC,Calhoun,59.68,120,13.6,46.08
SC,Charleston,60.91,116,12.49,48.42
SC,Cherokee,62.23,118,13.27,48.96
SC,Chester,59.27,119,13.14,46.13
SC,Chesterfield,63.36,124,17.49,45.87
SC,Clarendon,65.33,123,17.54,47.79
SC,Colleton,59.23,116,11.54,47.69
SC,Darlington,68.23,124,22.38,45.85
SC,Dillon,66.71,123,20.88,45.83
SC,Dorchester,57.95,110,10.2,47.75
SC,Edgefield,61.52,121,15.71,45.81
SC,Fairfield,54.46,114,8.91,45.55
SC,Florence,68.74,124,21.63,47.11
SC,Georgetown,68.86,122,19.34,49.52
SC,Greenville,74.95,122,19.27,55.68
SC,Greenwood,65.44,123,18.49,46.95
SC,Hampton,57.85,114,10.75,47.1
SC,Horry,66.42,124,17.55,48.87
SC,Jasper,57.7,111,9.46,48.24
SC,Kershaw,57.93,114,12.11,45.82
SC,Lancaster,57.1,117,11.57,45.53
SC,Laurens,62.38,119,14.47,47.91
SC,Lee,67.67,124,21.34,46.33
SC,Lexington,58.96,117,13.25,45.71
SC,McCormick,63.64,122,17,46.64
SC,Marion,71.25,125,23.91,47.34
SC,Marlboro,62.6,123,16.69,45.91
SC,Newberry,59.39,121,13.36,46.03
SC,Oconee,83.58,123,22.71,60.87
SC,Orangeburg,58.26,116,11.55,46.71
SC,Pickens,76.35,120,17.52,58.83
SC,Richland,57.13,117,11.79,45.34
SC,Saluda,57.8,117,11.73,46.07
SC,Spartanburg,66.73,120,15.45,51.28
SC,Sumter,65.97,123,19.54,46.43
SC,Union,60.44,116,12.41,48.03
SC,Williamsburg,64.24,121,15.61,48.63
SC,York,58.33,115,11.43,46.9
SD,Aurora,19.07,38,-2.32,21.39
SD,Beadle,20.09,59,-0.14,20.23
SD,Bennett,15.97,37,-2.34,18.31
SD,Bon Homme,21.38,38,-2.67,24.05
SD,Brookings,20.57,35,-2.49,23.06
SD,Brown,19.02,48,-1.08,20.1
SD,Brule,19.79,58,-0.3,20.09
SD,Buffalo,19.99,76,1.14,18.85
SD,Butte,13.78,46,-1.71,15.49
SD,Campbell,15.21,32,-1.95,17.16
SD,Charles Mix,22.38,64,-0.01,22.39
SD,Clark,21.23,58,-0.54,21.77
SD,Clay,17.47,7,-7.92,25.39
SD,Codington,20.91,41,-1.93,22.84
SD,Corson,15.98,53,-0.89,16.87
SD,Custer,14.87,27,-2.94,17.81
SD,Davison,19.69,40,-2.02,21.71
SD,Day,17.66,18,-3.98,21.64
SD,Deuel,20.78,31,-3.03,23.81
SD,Dewey,16.8,59,-0.12,16.92
SD,Douglas,21.66,58,-0.67,22.33
SD,Edmunds,16.26,28,-2.66,18.92
SD,Fall River,12.55,13,-4.09,16.64
SD,Faulk,17.85,50,-1.01,18.86
SD,Grant,18.29,16,-4.93,23.22
SD,Gregory,23.11,75,1.41,21.7
SD,Haakon,17.48,79,0.45,17.03
SD,Hamlin,22.84,61,0.23,22.61
SD,Hand,20.25,71,0.94,19.31
SD,Hanson,18.32,23,-3.85,22.17
SD,Harding,11.56,19,-2.99,14.55
SD,Hughes,16.59,56,-0.58,17.17
SD,Hutchinson,18.82,19,-4.74,23.56
SD,Hyde,18.68,71,0.59,18.09
SD,Jackson,15.78,49,-1.58,17.36
SD,Jerauld,19.44,51,-1.31,20.75
SD,Jones,19.06,81,1.69,17.37
SD,Kingsbury,22.96,72,0.72,22.24
SD,Lake,18.18,12,-5.43,23.61
SD,Lawrence,20.33,36,-3.56,23.89
SD,Lincoln,18.25,8,-7.37,25.62
SD,Lyman,19.39,74,1.09,18.3
SD,McCook,16.96,9,-6.87,23.83
SD,McPherson,18.3,54,-0.43,18.73
SD,Marshall,17.75,24,-3.31,21.06
SD,Meade,15.35,47,-1.55,16.9
SD,Mellette,18.41,62,0.15,18.26
SD,Miner,18.55,23,-3.47,22.02
SD,Minnehaha,17.54,6,-7.49,25.03
SD,Moody,19.59,20,-4.31,23.9
SD,Oglala Lakota,14.04,26,-3.19,17.23
SD,Pennington,15.21,32,-2.7,17.91
SD,Perkins,14.21,42,-1.59,15.8
SD,Potter,16.3,39,-1.36,17.66
SD,Roberts,17.3,12,-4.67,21.97
SD,Sanborn,18.89,38,-2.16,21.05
SD,Spink,19.19,54,-0.78,19.97
SD,Stanley,17.74,77,1.14,16.6
SD,Sully,16.54,58,-0.15,16.69
SD,Todd,19.17,55,-0.28,19.45
SD,Tripp,20.97,68,0.94,20.03
SD,Turner,17.4,9,-7.69,25.09
SD,Union,18.11,8,-7.83,25.94
SD,Walworth,15.65,32,-2.3,17.95
SD,Yankton,18.58,14,-6.14,24.72
SD,Ziebach,16.98,75,0.7,16.28
TN,Anderson,73.53,124,21.43,52.1
TN,Bedford,69.48,121,16.39,53.09
TN,Benton,61.78,108,10.87,50.91
TN,Bledsoe,78.57,123,22.56,56.01
TN,Blount,78.06,125,24.26,53.8
TN,Bradley,79.02,125,26.63,52.39
TN,Campbell,73.33,124,21.69,51.64
TN,Cannon,72.47,122,18.38,54.09
TN,Carroll,66.18,115,15.22,50.96
TN,Carter,66.42,125,18.84,47.58
TN,Cheatham,60.69,112,11.68,49.01
TN,Chester,68.55,116,16.92,51.63
TN,Claiborne,70.2,125,19.87,50.33
TN,Clay,72.53,124,20.01,52.52
TN,Cocke,67.6,125,19.72,47.88
TN,Coffee,78.71,125,24.38,54.33
TN,Crockett,60.75,104,10.6,50.15
TN,Cumberland,79.18,125,24.16,55.02
TN,Davidson,61.28,113,12.87,48.41
TN,Decatur,70.52,121,18.27,52.25
TN,DeKalb,67.63,117,14.39,53.24
TN,Dickson,61.62,111,11.39,50.23
TN,Dyer,56.46,97,7.95,48.51
TN,Fayette,60.93,99,8.85,52.08
TN,Fentress,74.41,125,21.34,53.07
TN,Franklin,87.35,125,32.87,54.48
TN,Gibson,64.02,111,13.66,50.36
TN,Giles,74.32,124,20.34,53.98
TN,Grainger,69.9,125,22.25,47.65
TN,Greene,63.33,125,19.17,44.16
TN,Grundy,89.42,125,32.59,56.83
TN,Hamblen,67.41,125,22.08,45.33
TN,Hamilton,75.13,124,20.57,54.56
TN,Hancock,70.93,125,22.46,48.47
TN,Hardeman,67.03,113,14.53,52.5
TN,Hardin,78.01,124,25.8,52.21
TN,Hawkins,67.89,125,21.98,45.91
TN,Haywood,58.96,97,8.27,50.69
TN,Henderson,68.6,117,17.04,51.56
TN,Henry,60.9,106,10.68,50.22
TN,Hickman,68.03,121,16.12,51.91
TN,Houston,62.66,113,12.29,50.37
TN,Humphreys,63.37,113,11.94,51.43
TN,Jackson,69.43,123,16.12,53.31
TN,Jefferson,68.9,125,23.05,45.85
TN,Johnson,68.15,125,19.18,48.97
TN,Knox,72.8,125,23.53,49.27
TN,Lake,57.78,103,9.47,48.31
TN,Lauderdale,54.28,84,4.94,49.34
TN,Lawrence,75.37,124,21.01,54.36
TN,Lewis,73.87,125,20.68,53.19
TN,Lincoln,79.83,124,25.5,54.33
TN,Loudon,75.19,125,23.53,51.66
TN,McMinn,78.38,125,25.69,52.69
TN,McNairy,74.38,123,22.25,52.13
TN,Macon,69.07,123,16.34,52.73
TN,Madison,62.96,110,11.71,51.25
TN,Marion,87.68,125,30.99,56.69
TN,Marshall,71.2,124,18.46,52.74
TN,Maury,69.58,123,18.07,51.51
TN,Meigs,76.84,125,23.21,53.63
TN,Monroe,79.41,125,23.74,55.67
TN,Montgomery,61.22,115,12.29,48.93
TN,Moore,79.82,125,25.36,54.46
TN,Morgan,75.03,125,22.01,53.02
TN,Obion,63.01,113,13.38,49.63
TN,Overton,75.08,125,21.48,53.6
TN,Perry,69.75,120,16.91,52.84
TN,Pickett,73.44,125,21.02,52.42
TN,Polk,81.51,125,26.92,54.59
TN,Putnam,72.56,122,18.02,54.54
TN,Rhea,78.15,124,22.83,55.32
TN,Roane,74.19,125,21.84,52.35
TN,Robertson,63.83,119,14.85,48.98
TN,Rutherford,70.05,122,19.01,51.04
TN,Scott,73.35,124,20.73,52.62
TN,Sequatchie,81.92,125,24.69,57.23
TN,Sevier,77.66,125,23.17,54.49
TN,Shelby,58.72,96,8.04,50.68
TN,Smith,65.48,117,12.65,52.83
