,,,,,,
,,,,,,
,,,,,,
Location ID,County,Value (Inches),Rank,Anomaly (1901-2000 base period),1901-2000 Mean,
MT-005,Blaine County,13.1,55,-0.52,13.62,
MT-007,Broadwater County,13.0,16,-3.07,16.07,
MT-009,Carbon County,16.09,45,-1.49,17.58,
MT-011,Carter County,11.74,25,-2.56,14.3,
MT-013,Cascade County,15.64,39,-1.58,17.22,
MT-015,Chouteau County,13.41,61,-0.39,13.8,
MT-017,Custer County,10.34,15,-3.25,13.59,
MT-019,Daniels County,11.38,29,-1.88,13.26,
MT-021,Dawson County,10.73,25,-2.5,13.23,
MT-023,Deer Lodge County,23.78,83,1.02,22.76,
MT-025,Fallon County,12.04,31,-2.04,14.08,
MT-027,Fergus County,15.01,44,-1.32,16.33,
MT-029,Flathead County,34.81,39,-2.35,37.16,
MT-031,Gallatin County,21.04,22,-3.25,24.29,
MT-033,Garfield County,11.96,47,-0.74,12.7,
MT-035,Glacier County,22.5,36,-2.92,25.42,
MT-037,Golden Valley County,15.36,85,1.3,14.06,
MT-039,Granite County,23.84,54,-0.68,24.52,
MT-041,Hill County,11.97,66,0.04,11.93,
MT-043,Jefferson County,16.07,29,-2.39,18.46,
MT-045,Judith Basin County,16.56,27,-3.22,19.78,
MT-047,Lake County,25.04,61,0.07,24.97,
MT-049,Lewis and Clark County,21.57,48,-1.37,22.94,
MT-051,Liberty County,12.53,73,0.85,11.68,
MT-053,Lincoln County,28.38,24,-5.01,33.39,
MT-055,McCone County,11.35,35,-1.43,12.78,
MT-057,Madison County,19.16,16,-3.93,23.09,
MT-059,Meagher County,18.09,22,-3.88,21.97,
MT-061,Mineral County,35.94,45,-2.36,38.3,
MT-063,Missoula County,31.81,87,1.97,29.84,
MT-065,Musselshell County,14.29,72,0.72,13.57,
MT-067,Park County,23.86,34,-2.36,26.22,
MT-069,Petroleum County,12.76,55,-0.28,13.04,
MT-071,Phillips County,11.19,43,-1.42,12.61,
MT-073,Pondera County,16.06,58,-0.56,16.62,
MT-075,Powder River County,10.6,12,-4.0,14.6,
MT-077,Powell County,27.93,78,1.23,26.7,
MT-079,Prairie County,10.63,26,-2.12,12.75,
MT-081,Ravalli County,29.58,67,0.04,29.54,
MT-083,Richland County,9.32,9,-4.32,13.64,
MT-085,Roosevelt County,9.44,15,-3.52,12.96,
MT-087,Rosebud County,11.78,31,-1.85,13.63,
MT-089,Sanders County,29.21,37,-2.66,31.87,
MT-091,Sheridan County,10.54,14,-3.26,13.8,
MT-093,Silver Bow County,16.66,39,-2.0,18.66,
MT-095,Stillwater County,18.11,70,0.22,17.89,
MT-097,Sweet Grass County,17.13,37,-1.6,18.73,
MT-099,Teton County,17.03,58,-0.83,17.86,
MT-101,Toole County,12.99,74,0.56,12.43,
MT-103,Treasure County,12.92,54,-0.6,13.52,
MT-105,Valley County,10.99,34,-1.54,12.53,
MT-107,Wheatland County,14.44,39,-1.52,15.96,
MT-109,Wibaux County,12.63,37,-1.65,14.28,
MT-111,Yellowstone County,13.76,69,0.24,13.52,
NE-001,Adams County,19.69,17,-5.42,25.11,
NE-003,Antelope County,20.63,20,-4.05,24.68,
NE-005,Arthur County,16.01,33,-2.61,18.62,
NE-007,Banner County,11.55,6,-5.63,17.18,
NE-009,Blaine County,27.37,102,4.93,22.44,
NE-011,Boone County,22.38,30,-3.02,25.4,
NE-013,Box Butte County,10.48,6,-6.39,16.87,
NE-015,Boyd County,22.32,57,-0.43,22.75,
NE-017,Brown County,23.4,75,0.75,22.65,
NE-019,Buffalo County,20.39,29,-3.78,24.17,
NE-021,Burt County,21.38,15,-7.16,28.54,
NE-023,Butler County,23.16,24,-4.84,28,
NE-025,Cass County,24.65,24,-5.61,30.26,
NE-027,Cedar County,18.78,9,-7.26,26.04,
NE-029,Chase County,12.31,5,-6.6,18.91,
NE-031,Cherry County,19.53,54,-0.57,20.1,
NE-033,Cheyenne County,11.36,3,-6.31,17.67,
NE-035,Clay County,21.51,23,-4.77,26.28,
NE-037,Colfax County,20.08,9,-7.48,27.56,
NE-039,Cuming County,21.32,15,-6.44,27.76,
NE-041,Custer County,21.98,51,-0.85,22.83,
NE-043,Dakota County,21.68,21,-4.71,26.39,
NE-045,Dawes County,9.99,2,-8.01,18,
NE-047,Dawson County,16.33,14,-6.02,22.35,
NE-049,Deuel County,11.79,5,-6.48,18.27,
NE-051,Dixon County,20.61,13,-5.8,26.41,
NE-053,Dodge County,21.31,12,-7.44,28.75,
NE-055,Douglas County,20.41,7,-9.14,29.55,
NE-057,Dundy County,13.09,9,-5.6,18.69,
NE-059,Fillmore County,25.63,45,-2.05,27.68,
NE-061,Franklin County,21.08,38,-2.95,24.03,
NE-063,Frontier County,15.76,14,-5.47,21.23,
NE-065,Furnas County,19.96,46,-1.89,21.85,
NE-067,Gage County,26.27,36,-3.73,30,
NE-069,Garden County,13.02,11,-4.64,17.66,
NE-071,Garfield County,21.1,50,-1.44,22.54,
NE-073,Gosper County,16.24,15,-5.87,22.11,
NE-075,Grant County,17.49,41,-1.69,19.18,
NE-077,Greeley County,20.49,29,-3.63,24.12,
NE-079,Hall County,21.91,36,-2.87,24.78,
NE-081,Hamilton County,22.76,32,-3.13,25.89,
NE-083,Harlan County,19.86,34,-2.99,22.85,
NE-085,Hayes County,13.61,5,-6.87,20.48,
NE-087,Hitchcock County,13.75,7,-6.41,20.16,
NE-089,Holt County,21.24,44,-1.69,22.93,
NE-091,Hooker County,21.25,74,0.91,20.34,
NE-093,Howard County,21.15,29,-3.33,24.48,
NE-095,Jefferson County,26.27,38,-2.45,28.72,
NE-097,Johnson County,25.3,22,-6.24,31.54,
NE-099,Kearney County,19.81,28,-4.54,24.35,
NE-101,Keith County,12.94,5,-5.54,18.48,
NE-103,Keya Paha County,22.78,72,1.12,21.66,
NE-105,Kimball County,12.6,12,-4.02,16.62,
NE-107,Knox County,20.24,24,-4.36,24.6,
NE-109,Lancaster County,26.77,42,-2.3,29.07,
NE-111,Lincoln County,15.87,15,-4.74,20.61,
NE-113,Logan County,23.67,88,2.38,21.29,
NE-115,Loup County,22.72,65,0.2,22.52,
NE-117,McPherson County,18.81,47,-1.1,19.91,
NE-119,Madison County,20.37,12,-5.91,26.28,
NE-121,Merrick County,22.78,36,-2.9,25.68,
NE-123,Morrill County,11.3,7,-5.0,16.3,
NE-125,Nance County,22.24,32,-3.45,25.69,
NE-127,Nemaha County,26.5,22,-6.65,33.15,
NE-129,Nuckolls County,23.7,37,-2.82,26.52,
NE-131,Otoe County,25.9,26,-5.18,31.08,
NE-133,Pawnee County,26.45,27,-5.64,32.09,
NE-135,Perkins County,12.72,5,-6.09,18.81,
NE-137,Phelps County,17.65,15,-5.43,23.08,
NE-139,Pierce County,18.95,9,-7.03,25.98,
NE-141,Platte County,21.51,20,-4.92,26.43,
NE-143,Polk County,23.63,37,-3.23,26.86,
NE-145,Red Willow County,17.54,31,-3.01,20.55,
NE-147,Richardson County,26.44,18,-7.23,33.67,
NE-149,Rock County,22.35,61,-0.36,22.71,
NE-151,Saline County,26.54,45,-1.96,28.5,
NE-153,Sarpy County,21.14,11,-8.61,29.75,
NE-155,Saunders County,22.35,15,-6.79,29.14,
NE-157,Scotts Bluff County,9.32,6,-6.1,15.42,
NE-159,Seward County,24.8,31,-3.62,28.42,
NE-161,Sheridan County,13.08,7,-4.98,18.06,
NE-163,Sherman County,20.26,31,-3.44,23.7,
NE-165,Sioux County,9.79,2,-6.62,16.41,
NE-167,Stanton County,20.38,11,-6.52,26.9,
NE-169,Thayer County,26.89,56,-0.59,27.48,
NE-171,Thomas County,27.61,112,6.41,21.2,
NE-173,Thurston County,22.28,19,-5.06,27.34,
NE-175,Valley County,21.51,42,-1.9,23.41,
NE-177,Washington County,21.13,10,-8.01,29.14,
NE-179,Wayne County,21.06,16,-5.43,26.49,
NE-181,Webster County,21.69,35,-3.75,25.44,
NE-183,Wheeler County,20.33,30,-3.29,23.62,
NE-185,York County,24.34,35,-3.11,27.45,
NV-001,Churchill County,3.26,5,-3.41,6.67,
NV-003,Clark County,8.24,79,0.73,7.51,
NV-005,Douglas County,9.94,13,-6.07,16.01,
NV-007,Elko County,10.4,16,-3.65,14.05,
NV-009,Esmeralda County,3.08,14,-2.29,5.37,
NV-011,Eureka County,5.97,1,-5.36,11.33,
NV-013,Humboldt County,8.41,22,-3.05,11.46,
NV-015,Lander County,6.07,6,-4.26,10.33,
NV-017,Lincoln County,8.19,29,-2.32,10.51,
NV-019,Lyon County,4.78,7,-3.47,8.25,
NV-021,Mineral County,3.94,8,-2.63,6.57,
NV-023,Nye County,5.16,10,-3.12,8.28,
NV-027,Pershing County,5.31,13,-3.33,8.64,
NV-029,Storey County,5.76,3,-6.7,12.46,
NV-031,Washoe County,8.31,15,-4.15,12.46,
NV-033,White Pine County,6.55,1,-6.26,12.81,
NV-510,Carson City,7.71,6,-7.44,15.15,
NH-001,Belknap County,43.17,62,0.92,42.25,
NH-003,Carroll County,47.49,64,0.75,46.74,
NH-005,Cheshire County,41.57,55,-0.88,42.45,
NH-007,Coos County,43.67,58,-0.19,43.86,
NH-009,Grafton County,41.66,47,-2.05,43.71,
NH-011,Hillsborough County,41.28,47,-2.08,43.36,
NH-013,Merrimack County,40.54,50,-1.56,42.1,
NH-015,Rockingham County,40.27,46,-2.0,42.27,
NH-017,Strafford County,40.61,37,-3.41,44.02,
NH-019,Sullivan County,41.05,58,-0.29,41.34,
NJ-001,Atlantic County,52.47,110,8.64,43.83,
NJ-003,Bergen County,44.12,52,-2.4,46.52,
NJ-005,Burlington County,48.27,88,4.12,44.15,
NJ-007,Camden County,49.03,95,5.24,43.79,
NJ-009,Cape May County,51.44,110,8.56,42.88,
NJ-011,Cumberland County,52.47,113,9.59,42.88,
NJ-013,Essex County,44.88,51,-2.56,47.44,
NJ-015,Gloucester County,50.48,105,6.9,43.58,
NJ-017,Hudson County,45.63,64,0.34,45.29,
NJ-019,Hunterdon County,46.62,64,0.62,46,
NJ-021,Mercer County,45.25,65,0.6,44.65,
NJ-023,Middlesex County,49.49,86,4.19,45.3,
NJ-025,Monmouth County,48.99,82,4.03,44.96,
NJ-027,Morris County,44.32,43,-4.26,48.58,
NJ-029,Ocean County,48.98,92,4.53,44.45,
NJ-031,Passaic County,40.87,22,-6.69,47.56,
NJ-033,Salem County,51.03,108,8.37,42.66,
NJ-035,Somerset County,48.48,68,1.98,46.5,
NJ-037,Sussex County,41.59,43,-3.62,45.21,
NJ-039,Union County,45.93,57,-0.6,46.53,
NJ-041,Warren County,45.34,54,-0.8,46.14,
NM-001,Bernalillo County,9.64,27,-2.35,11.99,
NM-003,Catron County,12.72,27,-3.13,15.85,
NM-005,Chaves County,7.61,5,-6.25,13.86,
NM-006,Cibola County,9.73,18,-3.35,13.08,
NM-007,Colfax County,11.61,6,-5.33,16.94,
NM-009,Curry County,10.48,8,-6.43,16.91,
NM-011,De Baca County,7.95,9,-6.18,14.13,
NM-013,Dona Ana County,9.44,60,-0.21,9.65,
NM-015,Eddy County,6.57,9,-6.61,13.18,
NM-017,Grant County,15.07,68,-0.4,15.47,
NM-019,Guadalupe County,9.34,13,-4.93,14.27,
NM-021,Harding County,10.0,7,-5.78,15.78,
NM-023,Hidalgo County,11.89,62,-0.69,12.58,
NM-025,Lea County,6.99,4,-7.98,14.97,
NM-027,Lincoln County,11.23,16,-3.36,14.59,
NM-028,Los Alamos County,12.39,9,-6.16,18.55,
NM-029,Luna County,9.55,56,-0.82,10.37,
NM-031,McKinley County,8.86,15,-3.14,12,
NM-033,Mora County,11.84,5,-6.44,18.28,
NM-035,Otero County,11.37,36,-1.65,13.02,
NM-037,Quay County,10.33,8,-6.0,16.33,
NM-039,Rio Arriba County,11.96,8,-4.65,16.61,
NM-041,Roosevelt County,9.1,3,-7.12,16.22,
NM-043,Sandoval County,9.28,8,-4.11,13.39,
NM-045,San Juan County,5.71,6,-3.8,9.51,
NM-047,San Miguel County,10.79,10,-5.67,16.46,
NM-049,Santa Fe County,10.83,15,-3.88,14.71,
NM-051,Sierra County,11.84,68,0.09,11.75,
NM-053,Socorro County,10.52,52,-1.09,11.61,
NM-055,Taos County,13.07,9,-4.72,17.79,
NM-057,Torrance County,10.71,14,-3.73,14.44,
NM-059,Union County,11.42,10,-4.91,16.33,
NM-061,Valencia County,8.67,40,-1.64,10.31,
NY-001,Albany County,38.29,66,0.99,37.3,
NY-003,Allegany County,37.48,61,0.47,37.01,
NY-005,Bronx County,44.4,62,-0.66,45.06,
NY-007,Broome County,40.93,77,2.03,38.9,
NY-009,Cattaraugus County,41.65,54,-0.96,42.61,
NY-011,Cayuga County,36.89,55,-0.11,37,
NY-013,Chautauqua County,42.56,59,-0.06,42.62,
NY-015,Chemung County,32.86,47,-1.84,34.7,
NY-017,Chenango County,41.97,69,0.95,41.02,
NY-019,Clinton County,33.94,53,-0.54,34.48,
NY-021,Columbia County,39.6,57,-0.89,40.49,
NY-023,Cortland County,41.62,62,0.53,41.09,
NY-025,Delaware County,46.56,85,3.94,42.62,
NY-027,Dutchess County,37.28,20,-6.29,43.57,
NY-029,Erie County,40.27,80,2.01,38.26,
NY-031,Essex County,44.26,90,3.3,40.96,
NY-033,Franklin County,38.33,48,-0.69,39.02,
NY-035,Fulton County,44.72,49,-0.87,45.59,
NY-037,Genesee County,38.48,102,4.49,33.99,
NY-039,Greene County,42.75,66,-0.07,42.82,
NY-041,Hamilton County,45.56,50,-1.27,46.83,
NY-043,Herkimer County,42.08,18,-4.8,46.88,
NY-045,Jefferson County,39.72,68,0.94,38.78,
NY-047,Kings County,45.65,68,1.2,44.45,
NY-049,Lewis County,41.04,24,-4.27,45.31,
NY-051,Livingston County,33.53,71,1.13,32.4,
NY-053,Madison County,43.15,82,2.76,40.39,
NY-055,Monroe County,34.34,86,2.43,31.91,
NY-057,Montgomery County,38.41,59,-0.13,38.54,
NY-059,Nassau County,42.54,51,-2.01,44.55,
NY-061,New York County,45.53,68,0.65,44.88,
NY-063,Niagara County,31.42,51,-0.84,32.26,
NY-065,Oneida County,42.33,36,-2.76,45.09,
NY-067,Onondaga County,38.46,58,-0.03,38.49,
NY-069,Ontario County,33.54,71,1.16,32.38,
NY-071,Orange County,42.22,55,-1.41,43.63,
NY-073,Orleans County,36.21,100,3.74,32.47,
NY-075,Oswego County,38.8,31,-3.27,42.07,
NY-077,Otsego County,43.24,76,1.83,41.41,
NY-079,Putnam County,40.75,26,-5.97,46.72,
NY-081,Queens County,44.75,67,0.49,44.26,
NY-083,Rensselaer County,39.12,59,-0.13,39.25,
NY-085,Richmond County,48.06,75,2.48,45.58,
NY-087,Rockland County,41.76,35,-4.95,46.71,
NY-089,St. Lawrence County,35.82,32,-2.62,38.44,
NY-091,Saratoga County,41.77,65,0.76,41.01,
NY-093,Schenectady County,37.63,66,0.51,37.12,
NY-095,Schoharie County,38.5,59,-0.16,38.66,
NY-097,Schuyler County,32.79,52,-0.95,33.74,
NY-099,Seneca County,32.35,45,-1.08,33.43,
NY-101,Steuben County,33.24,44,-1.1,34.34,
NY-103,Suffolk County,41.5,39,-3.0,44.5,
NY-105,Sullivan County,47.88,78,2.28,45.6,
NY-107,Tioga County,36.11,48,-0.84,36.95,
NY-109,Tompkins County,36.47,59,-0.15,36.62,
NY-111,Ulster County,46.08,61,-1.17,47.25,
NY-113,Warren County,43.15,68,1.18,41.97,
NY-115,Washington County,37.99,62,0.13,37.86,
NY-117,Wayne County,31.22,30,-2.92,34.14,
NY-119,Westchester County,41.92,29,-5.1,47.02,
NY-121,Wyoming County,39.58,82,2.5,37.08,
NY-123,Yates County,30.76,48,-1.36,32.12,
NC-001,Alamance County,56.41,120,11.28,45.13,
NC-003,Alexander County,69.67,125,22.41,47.26,
NC-005,Alleghany County,77.98,125,27.08,50.9,
NC-007,Anson County,60.96,119,15.2,45.76,
NC-009,Ashe County,75.2,125,24.37,50.83,
NC-011,Avery County,72.83,122,18.03,54.8,
NC-013,Beaufort County,55.08,88,3.38,51.7,
NC-015,Bertie County,55.86,98,7.0,48.86,
NC-017,Bladen County,62.08,121,13.98,48.1,
NC-019,Brunswick County,62.67,112,10.69,51.98,
NC-021,Buncombe County,66.33,124,18.31,48.02,
NC-023,Burke County,72.55,125,22.04,50.51,
NC-025,Cabarrus County,61.78,120,15.62,46.16,
NC-027,Caldwell County,75.1,124,23.6,51.5,
NC-029,Camden County,55.74,105,7.69,48.05,
NC-031,Carteret County,63.61,101,8.29,55.32,
NC-033,Caswell County,54.19,115,10.67,43.52,
NC-035,Catawba County,69.27,124,21.55,47.72,
NC-037,Chatham County,55.92,115,9.73,46.19,
NC-039,Cherokee County,80.84,123,21.29,59.55,
NC-041,Chowan County,56.89,102,7.28,49.61,
NC-043,Clay County,84.88,123,23.54,61.34,
NC-045,Cleveland County,63.07,119,13.82,49.25,
NC-047,Columbus County,61.02,117,11.49,49.53,
NC-049,Craven County,60.26,101,7.14,53.12,
NC-051,Cumberland County,60.41,119,13.36,47.05,
NC-053,Currituck County,54.58,105,6.96,47.62,
NC-055,Dare County,52.64,82,1.58,51.06,
NC-057,Davidson County,60.89,121,15.1,45.79,
NC-059,Davie County,62.95,123,17.51,45.44,
NC-061,Duplin County,61.63,114,11.08,50.55,
NC-063,Durham County,56.68,119,12.16,44.52,
NC-065,Edgecombe County,59.77,118,12.43,47.34,
NC-067,Forsyth County,61.07,123,16.39,44.68,
NC-069,Franklin County,62.21,125,16.27,45.94,
NC-071,Gaston County,63.63,121,16.1,47.53,
NC-073,Gates County,58.06,114,9.67,48.39,
NC-075,Graham County,85.68,123,22.13,63.55,
NC-077,Granville County,61.37,125,16.7,44.67,
NC-079,Greene County,58.97,110,10.11,48.86,
NC-081,Guilford County,59.82,124,15.08,44.74,
NC-083,Halifax County,59.84,123,13.93,45.91,
NC-085,Harnett County,57.7,114,10.7,47,
NC-087,Haywood County,79.45,125,24.32,55.13,
NC-089,Henderson County,78.34,121,19.95,58.39,
NC-091,Hertford County,60.24,118,11.9,48.34,
NC-093,Hoke County,60.87,120,13.96,46.91,
NC-095,Hyde County,56.69,94,4.22,52.47,
NC-097,Iredell County,66.27,124,19.48,46.79,
NC-099,Jackson County,88.72,124,25.86,62.86,
NC-101,Johnston County,61.35,120,14.31,47.04,
NC-103,Jones County,60.61,102,7.91,52.7,
NC-105,Lee County,56.82,113,10.41,46.41,
NC-107,Lenoir County,59.14,107,8.97,50.17,
NC-109,Lincoln County,66.18,123,18.4,47.78,
NC-111,McDowell County,78.56,124,23.53,55.03,
NC-113,Macon County,90.25,124,26.77,63.48,
NC-115,Madison County,65.23,125,19.49,45.74,
NC-117,Martin County,54.99,97,6.0,48.99,
NC-119,Mecklenburg County,60.58,120,14.59,45.99,
NC-121,Mitchell County,70.86,125,19.94,50.92,
NC-123,Montgomery County,60.46,118,13.82,46.64,
NC-125,Moore County,57.32,112,10.21,47.11,
NC-127,Nash County,61.65,125,14.69,46.96,
NC-129,New Hanover County,68.07,118,14.91,53.16,
NC-131,Northampton County,60.56,122,14.33,46.23,
NC-133,Onslow County,61.76,102,7.97,53.79,
NC-135,Orange County,56.19,118,11.34,44.85,
NC-137,Pamlico County,60.86,101,6.87,53.99,
NC-139,Pasquotank County,56.25,105,7.61,48.64,
NC-141,Pender County,64.02,114,11.84,52.18,
NC-143,Perquimans County,56.83,104,7.51,49.32,
NC-145,Person County,55.14,119,11.23,43.91,
NC-147,Pitt County,56.74,99,7.49,49.25,
NC-149,Polk County,78.91,123,21.28,57.63,
NC-151,Randolph County,59.33,120,13.02,46.31,
NC-153,Richmond County,60.13,119,13.39,46.74,
NC-155,Robeson County,62.35,124,16.72,45.63,
NC-157,Rockingham County,60.55,124,16.64,43.91,
NC-159,Rowan County,60.96,122,14.33,46.63,
NC-161,Rutherford County,68.66,122,17.24,51.42,
NC-163,Sampson County,61.21,120,12.92,48.29,
NC-165,Scotland County,59.22,122,13.01,46.21,
NC-167,Stanly County,63.79,122,17.4,46.39,
NC-169,Stokes County,63.64,124,17.75,45.89,
NC-171,Surry County,70.52,125,22.97,47.55,
NC-173,Swain County,84.3,124,20.82,63.48,
NC-175,Transylvania County,97.1,123,27.25,69.85,
NC-177,Tyrrell County,54.56,91,3.59,50.97,
NC-179,Union County,58.26,119,13.45,44.81,
NC-181,Vance County,62.97,125,18.24,44.73,
NC-183,Wake County,58.75,122,12.92,45.83,
NC-185,Warren County,62.11,125,17.56,44.55,
NC-187,Washington County,54.22,88,3.56,50.66,
NC-189,Watauga County,75.61,124,22.86,52.75,
NC-191,Wayne County,61.18,118,12.84,48.34,
NC-193,Wilkes County,75.8,125,26.06,49.74,
NC-195,Wilson County,61.58,121,14.19,47.39,
NC-197,Yadkin County,66.35,125,21.09,45.26,
NC-199,Yancey County,73.54,125,21.7,51.84,
ND-001,Adams County,11.58,15,-4.32,15.9,
ND-003,Barnes County,19.68,61,0.06,19.62,
ND-005,Benson County,11.43,6,-5.77,17.2,
ND-007,Billings County,11.51,10,-3.88,15.39,
ND-009,Bottineau County,12.62,16,-3.72,16.34,
ND-011,Bowman County,11.85,16,-3.02,14.87,
ND-013,Burke County,11.5,9,-4.85,16.35,
ND-015,Burleigh County,11.82,7,-4.79,16.61,
ND-017,Cass County,21.72,78,1.48,20.24,
ND-019,Cavalier County,15.18,15,-3.8,18.98,
ND-021,Dickey County,24.03,98,3.85,20.18,
ND-023,Divide County,9.93,7,-5.13,15.06,
ND-025,Dunn County,12.86,13,-3.63,16.49,
ND-027,Eddy County,13.07,9,-4.91,17.98,
ND-029,Emmons County,13.2,11,-3.89,17.09,
ND-031,Foster County,13.49,9,-4.87,18.36,
ND-033,Golden Valley County,12.53,33,-2.3,14.83,
ND-035,Grand Forks County,20.46,70,1.13,19.33,
ND-037,Grant County,11.55,10,-5.16,16.71,
ND-039,Griggs County,16.5,24,-2.4,18.9,
ND-041,Hettinger County,12.17,15,-4.24,16.41,
ND-043,Kidder County,13.75,16,-3.45,17.2,
ND-045,LaMoure County,21.56,87,1.9,19.66,
ND-047,Logan County,15.12,21,-2.82,17.94,
ND-049,McHenry County,11.7,9,-4.64,16.34,
ND-051,McIntosh County,17.76,58,-0.41,18.17,
ND-053,McKenzie County,9.78,5,-5.43,15.21,
ND-055,McLean County,11.57,7,-4.74,16.31,
ND-057,Mercer County,12.01,11,-4.22,16.23,
ND-059,Morton County,10.6,4,-5.98,16.58,
ND-061,Mountrail County,10.96,8,-5.03,15.99,
ND-063,Nelson County,18.78,66,0.15,18.63,
ND-065,Oliver County,10.91,5,-5.86,16.77,
ND-067,Pembina County,17.36,34,-1.95,19.31,
ND-069,Pierce County,10.77,5,-5.91,16.68,
ND-071,Ramsey County,16.18,37,-1.27,17.45,
ND-073,Ransom County,22.44,87,1.98,20.46,
ND-075,Renville County,11.94,14,-4.19,16.13,
ND-077,Richland County,21.42,63,0.27,21.15,
ND-079,Rolette County,11.04,5,-6.57,17.61,
ND-081,Sargent County,21.12,66,0.58,20.54,
ND-083,Sheridan County,11.98,6,-5.36,17.34,
ND-085,Sioux County,12.77,13,-4.07,16.84,
ND-087,Slope County,11.79,15,-3.6,15.39,
ND-089,Stark County,11.41,9,-5.07,16.48,
ND-091,Steele County,17.83,36,-1.42,19.25,
ND-093,Stutsman County,14.87,17,-3.61,18.48,
ND-095,Towner County,11.74,4,-6.1,17.84,
ND-097,Traill County,19.83,55,-0.06,19.89,
ND-099,Walsh County,19.28,61,0.63,18.65,
ND-101,Ward County,11.58,9,-4.88,16.46,
ND-103,Wells County,10.76,3,-7.11,17.87,
ND-105,Williams County,8.36,2,-6.41,14.77,
OH-001,Adams County,53.27,115,10.29,42.98,
OH-003,Allen County,39.52,90,4.29,35.23,
OH-005,Ashland County,40.92,96,3.78,37.14,
OH-007,Ashtabula County,42.53,80,2.9,39.63,
OH-009,Athens County,47.74,110,7.55,40.19,
OH-011,Auglaize County,42.66,107,6.61,36.05,
OH-013,Belmont County,46.19,103,5.33,40.86,
OH-015,Brown County,53.52,118,10.04,43.48,
OH-017,Butler County,46.31,100,5.71,40.6,
OH-019,Carroll County,43.8,103,4.97,38.83,
OH-021,Champaign County,43.96,100,6.02,37.94,
OH-023,Clark County,45.62,104,6.92,38.7,
OH-025,Clermont County,51.78,113,8.92,42.86,
OH-027,Clinton County,44.13,75,1.9,42.23,
OH-029,Columbiana County,44.62,113,6.66,37.96,
OH-031,Coshocton County,45.43,110,6.56,38.87,
OH-033,Crawford County,41.61,93,4.12,37.49,
OH-035,Cuyahoga County,43.48,115,7.6,35.88,
OH-037,Darke County,43.37,99,5.47,37.9,
OH-039,Defiance County,30.15,25,-3.62,33.77,
OH-041,Delaware County,42.91,100,4.92,37.99,
OH-043,Erie County,38.06,90,3.52,34.54,
OH-045,Fairfield County,45.01,101,5.22,39.79,
OH-047,Fayette County,41.57,81,2.09,39.48,
OH-049,Franklin County,45.26,109,6.91,38.35,
OH-051,Fulton County,30.77,32,-2.64,33.41,
OH-053,Gallia County,52.88,121,11.61,41.27,
OH-055,Geauga County,45.57,108,6.92,38.65,
OH-057,Greene County,41.79,74,2.08,39.71,
OH-059,Guernsey County,47.87,116,8.46,39.41,
OH-061,Hamilton County,48.68,110,7.78,40.9,
OH-063,Hancock County,33.62,45,-1.25,34.87,
OH-065,Hardin County,38.3,86,2.82,35.48,
OH-067,Harrison County,43.88,98,4.39,39.49,
OH-069,Henry County,30.88,33,-2.94,33.82,
OH-071,Highland County,50.7,108,8.14,42.56,
OH-073,Hocking County,44.1,92,3.73,40.37,
OH-075,Holmes County,43.34,100,5.13,38.21,
OH-077,Huron County,40.2,92,4.13,36.07,
OH-079,Jackson County,52.14,121,10.88,41.26,
OH-081,Jefferson County,42.1,88,3.25,38.85,
OH-083,Knox County,45.86,114,6.44,39.42,
OH-085,Lake County,39.36,70,1.84,37.52,
OH-087,Lawrence County,53.19,120,11.17,42.02,
OH-089,Licking County,47.4,116,7.66,39.74,
OH-091,Logan County,44.58,112,8.01,36.57,
OH-093,Lorain County,44.12,120,9.37,34.75,
OH-095,Lucas County,28.19,25,-4.2,32.39,
OH-097,Madison County,40.94,85,3.01,37.93,
OH-099,Mahoning County,44.99,112,7.77,37.22,
OH-101,Marion County,38.86,82,2.36,36.5,
OH-103,Medina County,42.26,107,6.14,36.12,
OH-105,Meigs County,52.14,120,11.51,40.63,
OH-107,Mercer County,41.96,102,5.43,36.53,
OH-109,Miami County,41.71,89,4.01,37.7,
OH-111,Monroe County,50.29,107,7.92,42.37,
OH-113,Montgomery County,42.77,91,3.84,38.93,
OH-115,Morgan County,47.88,112,8.12,39.76,
OH-117,Morrow County,44.12,102,4.97,39.15,
OH-119,Muskingum County,47.52,115,8.4,39.12,
OH-121,Noble County,48.54,114,7.94,40.6,
OH-123,Ottawa County,28.56,18,-4.32,32.88,
OH-125,Paulding County,31.45,32,-2.83,34.28,
OH-127,Perry County,47.8,112,8.32,39.48,
OH-129,Pickaway County,43.32,96,4.03,39.29,
OH-131,Pike County,52.63,120,11.67,40.96,
OH-133,Portage County,43.37,104,6.26,37.11,
OH-135,Preble County,45.47,96,5.92,39.55,
OH-137,Putnam County,33.88,47,-0.45,34.33,
OH-139,Richland County,41.14,87,3.04,38.1,
OH-141,Ross County,47.15,112,6.91,40.24,
OH-143,Sandusky County,31.69,35,-2.1,33.79,
OH-145,Scioto County,51.23,115,9.39,41.84,
OH-147,Seneca County,34.57,51,-0.92,35.49,
OH-149,Shelby County,44.12,108,7.06,37.06,
OH-151,Stark County,39.91,82,2.5,37.41,
OH-153,Summit County,38.73,82,2.53,36.2,
OH-155,Trumbull County,46.87,115,9.1,37.77,
OH-157,Tuscarawas County,43.23,99,4.68,38.55,
OH-159,Union County,39.6,85,3.23,36.37,
OH-161,Van Wert County,36.68,70,1.53,35.15,
