state,city,county,zipcode,latitude,longitude,name,distance
VA,Richmond,Richmond,23298,37.5295,-77.4756,"Shenandoah National Park, Shenandoah",148.5405
NM,Rio Rancho,Sandoval,87174,35.2872,-106.6981,"Bandelier National Monument, Los Alamos",63.8205
GA,Riverdale,Clayton,30374,33.564,-84.4103,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",48.4379
CA,Riverside,Riverside,92522,33.9381,-117.3948,"Topanga State Park, Topanga",111.2556
FL,Riverview,Hillsborough,33579,27.8227,-82.3023,"Myakka State Forest, Englewood",92.7845
VA,Roanoke,Roanoke,24043,37.2785,-79.958,"Summit Bechtel Reserve, Glen Jean",124.7421
MI,Rochester,Oakland,48308,42.6866,-83.1198,"Egypt Valley Wildlife Area",331.2176
MN,Rochester,Olmsted,55906,44.0151,-92.4778,"Wisconsin Interstate State Park",154.3886
NY,Rochester,Monroe,14653,43.168,-77.6162,"Ricketts Glen State Park",230.772
SC,Rock Hill,York,29733,34.9416,-81.0244,"Kings Mountain State Park, Blacksburg",35.9913
IL,Rockford,Winnebago,61126,42.2597,-89.0641,"Grant Park, Chicago",126.4432
CA,Rocklin,Placer,95765,38.8075,-121.2488,"Sand Harbor State Park, Incline Village",121.8846
MD,Rockville,Montgomery,20857,39.0834,-77.1552,"Shenandoah National Park, Shenandoah",107.2568
TX,Rockwall,Rockwall,75189,32.9169,-96.4377,"Little Sandy National Wildlife Refuge, Lindale",114.7347
NC,Rocky Mount,Nash,27815,35.9676,-77.8048,"Shenandoah National Park, Shenandoah",306.9311
AR,Rogers,Benton,72758,36.3172,-94.1526,"Buffalo National River, St Joe",130.5623
GA,Rome,Floyd,30165,34.2661,-85.1862,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",64.5009
OR,Roseburg,Douglas,97471,43.2232,-123.3518,"Siuslaw National Forest, Tidewater",131.9682
CA,Rosemead,Los Angeles,91772,34.0689,-118.0823,"Topanga State Park, Topanga",46.5888
CA,Roseville,Placer,95747,38.7703,-121.3196,"Sand Harbor State Park, Incline Village",129.1153
GA,Roswell,Fulton,30077,34.0391,-84.3513,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",22.1313
NM,Roswell,Chaves,88203,33.373,-104.5294,"White Sands National Park",166.6306
IL,Round Lake,Lake,60073,42.3435,-88.1058,"Grant Park, Chicago",65.5009
TX,Round Rock,Williamson,78683,30.5254,-97.666,"Pedernales Falls State Park, Johnson City",61.673
TX,Rowlett,Dallas,75089,32.9157,-96.5488,"Little Sandy National Wildlife Refuge, Lindale",124.5968
MI,Royal Oak,Oakland,48073,42.5084,-83.1539,"Egypt Valley Wildlife Area",315.9247
CA,Sacramento,Sacramento,95894,38.5667,-121.4683,"Sand Harbor State Park, Incline Village",150.4634
MI,Saginaw,Saginaw,48663,43.4199,-83.9501,"Grant Park, Chicago",345.8371
OR,Salem,Marion,97317,44.9231,-123.0246,"Siuslaw National Forest, Tidewater",89.435
KS,Salina,Saline,67402,38.8137,-97.6143,"El Dorado State Park, Kansas",129.2078
CA,Salinas,Monterey,93915,36.6884,-121.6317,"Yosemite National Park, California",226.7645
MD,Salisbury,Wicomico,21804,38.3756,-75.5867,"Shenandoah National Park, Shenandoah",238.1043
NC,Salisbury,Rowan,28147,35.6656,-80.4909,"Kings Mountain State Park, Blacksburg",97.6737
UT,Salt Lake City,Salt Lake,84199,40.7777,-111.9306,"Manti-La Sal National Forest, Price",182.989
WA,Sammamish,King,98075,47.6017,-122.0416,"Mount Rainier National Park, Washington",83.6953
TX,San Angelo,Tom Green,76909,31.4424,-100.4506,"Pedernales Falls State Park, Johnson City",244.3431
TX,San Antonio,Bexar,78299,29.4658,-98.5253,"Pedernales Falls State Park, Johnson City",97.1435
TX,San Benito,Cameron,78586,26.1298,-97.644,"Pedernales Falls State Park, Johnson City",468.4744
CA,San Bernardino,San Bernardino,92427,34.1417,-117.2946,"Topanga State Park, Topanga",119.1253
CA,San Clemente,Orange,92674,33.4498,-117.6103,"Topanga State Park, Topanga",115.2099
CA,San Diego,San Diego,92199,32.8312,-117.1225,"Joshua Tree National Park, California",162.8685
CA,San Francisco,San Francisco,94188,37.7562,-122.443,"Yosemite National Park, California",255.4479
CA,San Gabriel,Los Angeles,91778,34.0948,-118.099,"Topanga State Park, Topanga",44.9659
CA,San Jacinto,Riverside,92583,33.797,-116.9916,"Joshua Tree National Park, California",101.1991
CA,San Jose,Santa Clara,95196,37.3019,-121.8486,"Yosemite National Park, California",212.9844
CA,San Leandro,Alameda,94579,37.7071,-122.1601,"Yosemite National Park, California",231.0564
CA,San Luis Obispo,San Luis Obispo,93406,35.2669,-120.6691,"Channel Islands National Park, Ventura",163.1835
CA,San Marcos,San Diego,92096,33.135,-117.1744,"Joshua Tree National Park, California",144.3705
TX,San Marcos,Hays,78667,29.8736,-97.9381,"Pedernales Falls State Park, Johnson City",57.2675
CA,San Mateo,San Mateo,94497,37.5521,-122.3122,"Yosemite National Park, California",246.4768
CA,San Pablo,Contra Costa,94806,37.9628,-122.3425,"Yosemite National Park, California",246.2277
CA,San Rafael,Marin,94915,37.9905,-122.5222,"Yosemite National Park, California",262.0721
CA,San Ramon,Contra Costa,94583,37.7625,-121.9365,"Yosemite National Park, California",210.9696
AZ,San Tan Valley,Pinal,85143,33.1879,-111.5472,"Kartchner Caverns State Park, Benson",187.6202
UT,Sandy,Salt Lake,84094,40.571,-111.8505,"Manti-La Sal National Forest, Price",159.0408
FL,Sanford,Seminole,32773,28.7893,-81.276,"Little Big Econ State Forest",21.0897
NC,Sanford,Lee,27332,35.4874,-79.1772,"Lake Wateree State Recreation Area",197.2926
CA,Santa Ana,Orange,92799,33.7366,-117.8819,"Topanga State Park, Topanga",76.2187
CA,Santa Barbara,Santa Barbara,93190,34.4285,-119.7202,"Channel Islands National Park, Ventura",48.1114
CA,Santa Clara,Santa Clara,95056,37.3645,-121.968,"Yosemite National Park, California",221.1211
CA,Santa Clarita,Los Angeles,91387,34.4175,-118.4964,"Topanga State Park, Topanga",37.0179
CA,Santa Cruz,Santa Cruz,95067,36.9789,-122.0346,"Yosemite National Park, California",241.4538
NM,Santa Fe,Santa Fe,87509,35.6619,-105.9819,"Bandelier National Monument, Los Alamos",31.9906
CA,Santa Maria,Santa Barbara,93458,34.9334,-120.4432,"Channel Islands National Park, Ventura",120.8023
CA,Santa Monica,Los Angeles,90411,34.0232,-118.4813,"Topanga State Park, Topanga",12.4876
CA,Santa Rosa,Sonoma,95409,38.4458,-122.7067,"Whiskeytown National Recreation Area, Whiskeytown",243.567
CA,Santee,San Diego,92071,32.8554,-116.9851,"Joshua Tree National Park, California",152.2123
FL,Sarasota,Sarasota,34276,27.3386,-82.5431,"Myakka State Forest, Englewood",46.4828
GA,Savannah,Chatham,31421,32.0281,-81.1784,"Okefenokee National Wildlife Refuge, Folkston",175.0841
IL,Schaumburg,Cook,60196,42.0307,-88.0838,"Grant Park, Chicago",41.8709
NY,Schenectady,Schenectady,12345,42.8025,-73.9276,"Ricketts Glen State Park",253.9762
AZ,Scottsdale,Maricopa,85271,33.6872,-111.8651,"Petrified Forest National Park, Arizona",232.8779
PA,Scranton,Lackawanna,18540,41.4044,-75.6649,"Ricketts Glen State Park",52.6989
WA,Seattle,King,98199,47.6211,-122.3244,"Mount Rainier National Park, Washington",93.9422
FL,Sebring,Highlands,33875,27.477,-81.453,"Kissimmee Prairie Preserve State Park, Okeechobee",42.178
TX,Seguin,Guadalupe,78156,29.5889,-97.9671,"Pedernales Falls State Park, Johnson City",84.7286
FL,Seminole,Pinellas,33778,27.8435,-82.7839,"Myakka State Forest, Englewood",107.0089
TN,Sevierville,Sevier,37876,35.8873,-83.5677,"Great Smoky Mountains National Park, Tennessee",31.4396
KS,Shawnee,Johnson,66286,39.0158,-94.8076,"Eagle Bluffs Conservation Area, Columbia",206.3267
WI,Sheboygan,Sheboygan,53083,43.7403,-87.7316,"Grant Park, Chicago",207.4421
NC,Shelby,Cleveland,28152,35.2904,-81.5451,"Kings Mountain State Park, Blacksburg",25.403
TX,Sherman,Grayson,75092,33.6274,-96.6218,"Little Sandy National Wildlife Refuge, Lindale",170.4453
LA,Shreveport,Caddo,71166,32.4656,-93.7956,"Little Sandy National Wildlife Refuge, Lindale",139.2672
AZ,Sierra Vista,Cochise,85671,31.563,-110.3153,"Kartchner Caverns State Park, Benson",30.6792
MD,Silver Spring,Montgomery,20997,39.0028,-77.0207,"Shenandoah National Park, Shenandoah",115.1622
CA,Simi Valley,Ventura,93099,34.2663,-118.749,"Malibu Creek State Park, Calabasas",17.9921
SC,Simpsonville,Greenville,29681,34.7287,-82.2573,"Kings Mountain State Park, Blacksburg",94.3712
IA,Sioux City,Woodbury,51111,42.4959,-96.3901,"Wisconsin Interstate State Park",440.4178
SD,Sioux Falls,Minnehaha,57197,43.5397,-96.732,"Maplewood State Park, Pelican Rapids",337.122
IL,Skokie,Cook,60203,42.0359,-87.74,"Grant Park, Chicago",20.2407
LA,Slidell,St. Tammany,70469,30.2881,-89.7826,"Gulf State Park, Gulf Shores",206.1201
GA,Smyrna,Cobb,30126,33.8633,-84.5168,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",13.8277
TN,Smyrna,Rutherford,37167,35.9722,-86.5253,"Sipsey Wilderness, Mt Hope",200.2444
GA,Snellville,Gwinnett,30078,33.8563,-84.0038,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",54.745
WA,Snohomish,Snohomish,98291,47.9276,-122.0968,"Mount Rainier National Park, Washington",119.7711
NJ,Somerset,Somerset,8873,40.5083,-74.501,"Ricketts Glen State Park",176.4563
MA,Somerville,Middlesex,02145,42.3908,-71.1013,"Odiorne Point State Park, Rye",79.5374
IN,South Bend,St. Joseph,46699,41.6767,-86.2696,"Grant Park, Chicago",114.3138
CA,South Gate,Los Angeles,90280,33.9448,-118.1926,"Topanga State Park, Topanga",39.9455
UT,South Jordan,Salt Lake,84095,40.557,-111.9782,"Manti-La Sal National Forest, Price",160.6598
CA,South San Francisco,San Mateo,94128,37.6536,-122.4197,"Yosemite National Park, California",254.379
MS,Southaven,DeSoto,38672,34.9514,-89.9787,"Sipsey Wilderness, Mt Hope",242.6907
MI,Southfield,Oakland,48086,42.4765,-83.2605,"Egypt Valley Wildlife Area",317.9004
NV,Sparks,Washoe,89437,39.5729,-119.7157,"Sand Harbor State Park, Incline Village",45.5713
SC,Spartanburg,Spartanburg,29319,34.9437,-81.9257,"Kings Mountain State Park, Blacksburg",56.7639
WA,Spokane,Spokane,99260,47.6671,-117.433,"National Bison Range, Montana",244.7719
TX,Spring,Harris,77387,30.0613,-95.383,"Anahuac National Wildlife Refuge, Anahuac",103.1003
FL,Spring Hill,Hernando,34611,28.4797,-82.53,"Lake Eola Park, Orlando",113.2955
CA,Spring Valley,San Diego,91979,32.7316,-116.9766,"Joshua Tree National Park, California",162.3459
NY,Spring Valley,Rockland,10977,41.1151,-74.0486,"Ricketts Glen State Park",189.1277
AR,Springdale,Washington,72766,36.1899,-94.1574,"Buffalo National River, St Joe",127.8147
IL,Springfield,Sangamon,62796,39.771,-89.6538,"Danville Conservation Area, New Florence",188.4163
MA,Springfield,Hampden,01199,42.1155,-72.5395,"Odiorne Point State Park, Rye",181.5476
MO,Springfield,Greene,65899,37.1943,-93.2916,"Buffalo National River, St Joe",142.6137
OH,Springfield,Clark,45506,39.9297,-83.7957,"Egypt Valley Wildlife Area",229.2683
OR,Springfield,Lane,97478,44.0538,-122.981,"Willamette National Forest, Blue River",71.0645
VA,Springfield,Fairfax,22313,38.7809,-77.1839,"Shenandoah National Park, Shenandoah",96.5801
FL,St. Augustine,St. Johns,32095,29.8977,-81.31,"Okefenokee National Wildlife Refuge, Folkston",135.5451
IL,St. Charles,Kane,60175,41.9193,-88.3109,"Grant Park, Chicago",57.2255
MO,St. Charles,St. Charles,63303,38.7954,-90.5157,"Danville Conservation Area, New Florence",86.0313
MI,St. Clair Shores,Macomb,48090,42.4921,-82.8957,"Egypt Valley Wildlife Area",303.2717
FL,St. Cloud,Osceola,34772,28.2294,-81.2829,"Lake Eola Park, Orlando",36.1819
MN,St. Cloud,Stearns,56396,45.5339,-94.1718,"Wisconsin Interstate State Park",120.0037
UT,St. George,Washington,84791,37.077,-113.577,"Zion National Park, Utah",54.4189
MO,St. Joseph,Buchanan,64508,39.7599,-94.821,"Eagle Bluffs Conservation Area, Columbia",229.1582
MO,St. Louis,St. Louis,63197,38.6358,-90.2451,"Danville Conservation Area, New Florence",112.1789
MN,St. Paul,Ramsey,55175,44.9477,-93.104,"Wisconsin Interstate State Park",61.6925
MO,St. Peters,St. Charles,63376,38.7824,-90.6061,"Danville Conservation Area, New Florence",78.3993
FL,St. Petersburg,Pinellas,33762,27.7931,-82.6652,"Myakka State Forest, Englewood",96.9751
CT,Stamford,Fairfield,06927,41.1035,-73.5583,"Ricketts Glen State Park",229.9968
PA,State College,Centre,16805,40.7909,-77.8568,"Rothrock State Forest, State College",8.2126
NY,Staten Island,Richmond,10314,40.5834,-74.1496,"Ricketts Glen State Park",198.4304
GA,Statesboro,Bulloch,30461,32.4376,-81.775,"Okefenokee National Wildlife Refuge, Folkston",191.4532
NC,Statesville,Iredell,28687,35.7842,-80.8714,"Kings Mountain State Park, Blacksburg",84.4255
VA,Sterling,Loudoun,20167,39.0052,-77.405,"Shenandoah National Park, Shenandoah",84.0034
MI,Sterling Heights,Macomb,48314,42.5809,-83.0305,"Egypt Valley Wildlife Area",317.3808
OK,Stillwater,Payne,74078,36.1316,-97.074,"El Dorado State Park, Kansas",194.9059
GA,Stockbridge,Henry,30281,33.5253,-84.2294,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",59.6778
CA,Stockton,San Joaquin,95297,37.9765,-121.3109,"Yosemite National Park, California",155.9754
GA,Stone Mountain,DeKalb,30083,33.8034,-84.1724,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",42.1858
FL,Stuart,Martin,34996,27.1958,-80.2438,"Kissimmee Prairie Preserve State Park, Okeechobee",92.3749
VA,Suffolk,Suffolk,23439,36.6953,-76.6398,"Shenandoah National Park, Shenandoah",266.191
TX,Sugar Land,Fort Bend,77498,29.5935,-95.6357,"Anahuac National Wildlife Refuge, Anahuac",114.7389
SC,Summerville,Dorchester,29485,33.0015,-80.1799,"Lake Wateree State Recreation Area",165.3213
SC,Sumter,Sumter,29154,33.9392,-80.393,"Lake Wateree State Recreation Area",64.9951
CA,Sunnyvale,Santa Clara,95002,37.3836,-122.0256,"Yosemite National Park, California",225.4935
AZ,Surprise,Maricopa,85388,33.68,-112.4524,"Petrified Forest National Park, Arizona",278.8595
GA,Suwanee,Gwinnett,30024,34.0506,-84.0687,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",47.7678
NY,Syracuse,Onondaga,13290,43.0409,-76.1438,"Ricketts Glen State Park",189.6073
WA,Tacoma,Pierce,98490,47.2431,-122.4531,"Mount Rainier National Park, Washington",68.2361
FL,Tallahassee,Leon,32399,30.4551,-84.2526,"Okefenokee National Wildlife Refuge, Folkston",190.8559
FL,Tampa,Hillsborough,33689,27.9942,-82.4451,"Myakka State Forest, Englewood",112.9295
MA,Taunton,Bristol,02780,41.9036,-71.0943,"Odiorne Point State Park, Rye",131.0082
MI,Taylor,Wayne,48180,42.226,-83.2688,"Egypt Valley Wildlife Area",295.9522
CA,Temecula,Riverside,92593,33.4928,-117.1315,"Joshua Tree National Park, California",121.821
AZ,Tempe,Maricopa,85287,33.3881,-111.9318,"Kartchner Caverns State Park, Benson",227.4772
TX,Temple,Bell,76533,31.1076,-97.3894,"Pedernales Falls State Park, Johnson City",121.6353
IN,Terre Haute,Vigo,47809,39.4654,-87.3763,"Grant Park, Chicago",268.8967
TX,Texarkana,Bowie,75599,33.4487,-94.0815,"Little Sandy National Wildlife Refuge, Lindale",146.4723
TX,The Colony,Denton,75056,33.0925,-96.8977,"Little Sandy National Wildlife Refuge, Lindale",161.6507
CA,Thousand Oaks,Ventura,91362,34.1914,-118.8755,"Malibu Creek State Park, Calabasas",16.3711
IL,Tinley Park,Cook,60487,41.567,-87.805,"Grant Park, Chicago",37.6174
FL,Titusville,Brevard,32796,28.5727,-80.8193,"Little Big Econ State Forest",30.0187
OH,Toledo,Lucas,43699,41.6639,-83.5822,"Egypt Valley Wildlife Area",269.5864
TX,Tomball,Harris,77377,30.0951,-95.6194,"Anahuac National Wildlife Refuge, Anahuac",125.0777
UT,Tooele,Tooele,84074,40.5393,-112.3082,"Manti-La Sal National Forest, Price",169.9584
KS,Topeka,Shawnee,66699,39.0346,-95.6955,"El Dorado State Park, Kansas",159.4565
CA,Torrance,Los Angeles,90510,33.8346,-118.3417,"Topanga State Park, Topanga",36.6038
CA,Tracy,San Joaquin,95377,37.7269,-121.4522,"Yosemite National Park, California",168.8617
MI,Traverse City,Grand Traverse,49696,44.7547,-85.6035,"Grant Park, Chicago",359.2665
NJ,Trenton,Mercer,08695,40.2236,-74.7641,"Ricketts Glen State Park",178.6097
MI,Troy,Oakland,48099,42.5818,-83.1457,"Egypt Valley Wildlife Area",322.4163
NY,Troy,Rensselaer,12182,42.7354,-73.6751,"Odiorne Point State Park, Rye",243.2222
AZ,Tucson,Pima,85775,32.1545,-110.8782,"Kartchner Caverns State Park, Benson",61.2194
CA,Tulare,Tulare,93275,36.1996,-119.34,"Kings Canyon National Park, California",103.792
OK,Tulsa,Tulsa,74193,36.1284,-95.9042,"El Dorado State Park, Kansas",207.5252
CA,Turlock,Stanislaus,95382,37.5053,-120.8588,"Yosemite National Park, California",122.8915
AL,Tuscaloosa,Tuscaloosa,35487,33.2348,-87.5267,"Ruffner Mountain Nature Center, Birmingham",84.201
CA,Tustin,Orange,92782,33.7309,-117.8106,"Topanga State Park, Topanga",82.22
ID,Twin Falls,Twin Falls,83303,42.5645,-114.4615,"Jackson Hole",316.5265
TX,Tyler,Smith,75799,32.3184,-95.3062,"Little Sandy National Wildlife Refuge, Lindale",30.4426
CA,Union City,Alameda,94587,37.603,-122.0187,"Yosemite National Park, California",220.0544
NJ,Union City,Hudson,7087,40.7674,-74.0323,"Ricketts Glen State Park",199.731
CA,Upland,San Bernardino,91786,34.1178,-117.6603,"Topanga State Park, Topanga",85.3943
MD,Upper Marlboro,Prince George's,20792,38.8171,-76.7546,"Shenandoah National Park, Shenandoah",133.9928
IL,Urbana,Champaign,61803,40.1106,-88.1972,"Grant Park, Chicago",202.2034
MI,Utica,Macomb,48318,42.629,-83.0218,"Egypt Valley Wildlife Area",321.622
NY,Utica,Oneida,13599,43.0961,-75.226,"Ricketts Glen State Park",214.1195
CA,Vacaville,Solano,95688,38.359,-121.968,"Sand Harbor State Park, Incline Village",199.7191
GA,Valdosta,Lowndes,31698,30.8502,-83.2788,"Okefenokee National Wildlife Refuge, Folkston",94.5576
CA,Vallejo,Solano,94592,38.1133,-122.2358,"Sand Harbor State Park, Incline Village",233.6788
NY,Valley Stream,Nassau,11582,40.6647,-73.7044,"Ricketts Glen State Park",229.5964
IN,Valparaiso,Porter,46385,41.4782,-87.0507,"Grant Park, Chicago",64.896
FL,Valrico,Hillsborough,33596,27.9193,-82.2293,"Myakka State Forest, Englewood",103.6669
WA,Vancouver,Clark,98687,45.6366,-122.5967,"Mt. Hood National Forest, Oregon",55.5062
FL,Venice,Sarasota,34292,27.1163,-82.4135,"Myakka State Forest, Englewood",18.9829
FL,Vero Beach,Indian River,32969,27.6463,-80.393,"Kissimmee Prairie Preserve State Park, Okeechobee",65.1665
TX,Victoria,Victoria,77905,28.8285,-96.985,"Pedernales Falls State Park, Johnson City",205.4665
CA,Victorville,San Bernardino,92395,34.5277,-117.3536,"Topanga State Park, Topanga",123.1825
VA,Vienna,Fairfax,22183,38.8996,-77.2597,"Shenandoah National Park, Shenandoah",92.2135
NJ,Vineland,Cumberland,08362,39.4653,-74.9981,"Ricketts Glen State Park",235.3464
VA,Virginia Beach,Virginia Beach,23479,36.7335,-76.0435,"Shenandoah National Park, Shenandoah",294.9016
CA,Visalia,Tulare,93292,36.3276,-119.3269,"Kings Canyon National Park, California",92.8779
CA,Vista,San Diego,92085,33.1896,-117.2386,"Joshua Tree National Park, California",145.9551
TX,Waco,McLennan,76799,31.5598,-97.1881,"Pedernales Falls State Park, Johnson City",172.5684
HI,Waianae,Honolulu,96792,21.4569,-158.1759,"Honolulu Watershed Forest Preserve, Honolulu",42.1595
HI,Waipahu,Honolulu,96797,21.3858,-158.0103,"Honolulu Watershed Forest Preserve, Honolulu",23.848
NC,Wake Forest,Wake,27588,35.9629,-78.5141,"Kings Mountain State Park, Blacksburg",272.3571
MD,Waldorf,Charles,20695,38.6085,-76.9195,"Shenandoah National Park, Shenandoah",119.6784
CA,Walnut Creek,Contra Costa,94598,37.9024,-122.0398,"Yosemite National Park, California",219.5654
MA,Waltham,Middlesex,02454,42.3889,-71.2423,"Odiorne Point State Park, Rye",84.8947
GA,Warner Robins,Houston,31099,32.597,-83.6529,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",175.8899
MI,Warren,Macomb,48397,42.4934,-83.027,"Egypt Valley Wildlife Area",308.9215
OH,Warren,Trumbull,44485,41.239,-80.8174,"Hillman State Park, Burgettstown",94.084
RI,Warwick,Kent,02889,41.7062,-71.4334,"Odiorne Point State Park, Rye",160.3949
AK,Wasilla,Matanuska-Susitna,99654,61.577,-149.466,"Kenai Fjords National Park, Alaska",171.5414
CT,Waterbury,New Haven,06726,41.5583,-73.0361,"Odiorne Point State Park, Rye",252.4699
IA,Waterloo,Black Hawk,50707,42.492,-92.3522,"Wisconsin Interstate State Park",324.0315
CA,Watsonville,Santa Cruz,95077,36.9206,-121.7706,"Yosemite National Park, California",223.4189
IL,Waukegan,Lake,60087,42.3697,-87.8716,"Grant Park, Chicago",58.5844
WI,Waukesha,Waukesha,53189,43.0087,-88.2464,"Grant Park, Chicago",135.9275
WI,Wausau,Marathon,54403,44.962,-89.6459,"Wisconsin Interstate State Park",240.0181
TX,Waxahachie,Ellis,75167,32.4032,-96.8444,"Little Sandy National Wildlife Refuge, Lindale",148.7778
NC,Waxhaw,Union,28173,34.9364,-80.7438,"Kings Mountain State Park, Blacksburg",58.8754
TX,Weatherford,Parker,76087,32.7536,-97.7723,"Little Sandy National Wildlife Refuge, Lindale",234.5683
FL,Wellington,Palm Beach,33470,26.6461,-80.2699,"Oleta River State Park, North Miami",81.525
TX,Weslaco,Hidalgo,78599,26.1648,-97.9898,"Pedernales Falls State Park, Johnson City",461.4569
FL,Wesley Chapel,Pasco,33559,28.2106,-82.3238,"Lake Eola Park, Orlando",100.1896
WI,West Bend,Washington,53095,43.4184,-88.1824,"Grant Park, Chicago",177.477
PA,West Chester,Chester,19383,39.9601,-75.6058,"Ricketts Glen State Park",163.8625
SC,West Columbia,Lexington,29171,33.9931,-81.0932,"Lake Wateree State Recreation Area",47.4493
CA,West Covina,Los Angeles,91793,34.0555,-117.9112,"Topanga State Park, Topanga",62.4139
IA,West Des Moines,Polk,50398,41.5522,-93.7805,"Eagle Bluffs Conservation Area, Columbia",321.661
CT,West Haven,New Haven,06516,41.2739,-72.9672,"Odiorne Point State Park, Rye",270.6491
UT,West Jordan,Salt Lake,84088,40.6024,-112.0008,"Manti-La Sal National Forest, Price",166.0537
IN,West Lafayette,Tippecanoe,47996,40.4432,-86.9239,"Grant Park, Chicago",169.7444
LA,West Monroe,Ouachita,71294,32.512,-92.1513,"Hot Springs National Park, Hot Springs",238.2235
NJ,West New York,Hudson,7093,40.7856,-74.0093,"Ricketts Glen State Park",200.9059
FL,West Palm Beach,Palm Beach,33422,26.7468,-80.1316,"Oleta River State Park, North Miami",91.7654
CA,West Sacramento,Yolo,95899,38.5557,-121.5504,"Sand Harbor State Park, Incline Village",157.3441
UT,West Valley City,Salt Lake,84170,40.6889,-112.0115,"Manti-La Sal National Forest, Price",175.464
OH,Westerville,Franklin,43086,40.1241,-82.9209,"Egypt Valley Wildlife Area",153.6345
MI,Westland,Wayne,48186,42.3192,-83.3805,"Egypt Valley Wildlife Area",309.7821
CA,Westminster,Orange,92685,33.7523,-117.9938,"Topanga State Park, Topanga",66.6011
CO,Westminster,Adams,80234,39.8837,-105.0624,"William F Hayden Green Mountain Park, Lakewood",22.3181
MD,Westminster,Carroll,21158,39.5796,-77.0066,"Rothrock State Forest, State College",144.767
IL,Wheaton,DuPage,60189,41.8561,-88.1083,"Grant Park, Chicago",40.3421
NY,White Plains,Westchester,10606,41.022,-73.7549,"Ricketts Glen State Park",215.1006
CA,Whittier,Los Angeles,90609,33.9678,-118.0188,"Topanga State Park, Topanga",54.2131
KS,Wichita,Sedgwick,67278,37.6896,-97.3442,"El Dorado State Park, Kansas",55.2165
TX,Wichita Falls,Wichita,76311,33.9072,-98.5291,"Little Sandy National Wildlife Refuge, Lindale",336.2357
VA,Williamsburg,Williamsburg,23187,37.2692,-76.7076,"Shenandoah National Park, Shenandoah",211.2476
PA,Williamsport,Lycoming,17720,41.2398,-77.0371,"Ricketts Glen State Park",63.355
DE,Wilmington,New Castle,19899,39.7415,-75.5413,"Ricketts Glen State Park",188.5937
NC,Wilmington,New Hanover,28412,34.21,-77.8866,"Lake Wateree State Recreation Area",274.0817
NC,Wilson,Wilson,27896,35.7312,-77.9284,"Lake Wateree State Recreation Area",306.7609
VA,Winchester,Winchester,22604,39.1735,-78.1746,"Shenandoah National Park, Shenandoah",53.5761
FL,Winter Garden,Orange,34787,28.5421,-81.5966,"Lake Eola Park, Orlando",21.8576
FL,Winter Haven,Polk,33888,28.0118,-81.7017,"Lake Eola Park, Orlando",67.4717
FL,Winter Park,Orange,32792,28.5987,-81.3438,"Lake Eola Park, Orlando",6.6089
VA,Woodbridge,Prince William,22195,38.6569,-77.2403,"Shenandoah National Park, Shenandoah",91.482
CA,Woodland,Yolo,95776,38.6712,-121.75,"Sand Harbor State Park, Incline Village",167.8954
GA,Woodstock,Cherokee,30189,34.1026,-84.509,"Kennesaw Mountain National Battlefield Park, Cobb County, Georgia",15.4528
MA,Worcester,Worcester,01655,42.2705,-71.8079,"Odiorne Point State Park, Rye",124.1146
TX,Wylie,Collin,75407,33.0362,-96.5161,"Little Sandy National Wildlife Refuge, Lindale",126.2291
MI,Wyoming,Kent,49548,42.8909,-85.7066,"Grant Park, Chicago",193.5638
WA,Yakima,Yakima,98908,46.5923,-120.5496,"Mount Rainier National Park, Washington",95.251
NY,Yonkers,Westchester,10710,40.9466,-73.8674,"Ricketts Glen State Park",207.5346
CA,Yorba Linda,Orange,92887,33.889,-117.7714,"Topanga State Park, Topanga",78.5744
PA,York,York,17405,39.9651,-76.7315,"Rothrock State Forest, State College",125.2043
OH,Youngstown,Mahoning,44555,41.0993,-80.6463,"Hillman State Park, Burgettstown",74.6988
MI,Ypsilanti,Washtenaw,48198,42.2437,-83.6205,"Egypt Valley Wildlife Area",316.2003
CA,Yuba City,Sutter,95993,39.1357,-121.6381,"Sand Harbor State Park, Incline Village",147.3337
CA,Yucaipa,San Bernardino,92399,34.0336,-117.0429,"Joshua Tree National Park, California",106.6923
OK,Yukon,Canadian,73099,35.5201,-97.7639,"El Dorado State Park, Kansas",275.8702
AZ,Yuma,Yuma,85369,32.5992,-114.5488,"Joshua Tree National Park, California",190.123
OH,Zanesville,Muskingum,43702,39.9565,-82.0132,"Egypt Valley Wildlife Area",78.5606
FL,Zephyrhills,Pasco,33542,28.2408,-82.1796,"Lake Eola Park, Orlando",85.8594
